incident_number,date_reported,date_occurred,badge_id,offense_classification,offense_code_name,nibrs_code,nibrs_group_name,was_offense_completed,lmpd_division,lmpd_beat,location_category,block_address,city,zip_code,ObjectId
LMPD24150253,12/29/2024 6:14:00 PM,12/29/2024 6:14:00 PM,7174,56 ALL OTHER OFFENSES,DOMESTIC ABUSE DUTIES OF LAW ENFORCEMENT 403.785 03018 90Z,90Z,B,NO,3RD DIVISION,331,RESIDENCE/HOME,2300 BLOCK STEPHAN LN,LOUISVILLE,40214,1044
LMPD24150178,12/29/2024 11:32:00 AM,12/29/2024 11:32:00 AM,5367,13 BURGLARY,BURGLARY - 2ND DEGREE 511.030 22061 220,220,A,YES,1ST DIVISION,135,OTHER RESIDENCE (APARTMENT/CONDO),400 BLOCK E MUHAMMAD ALI BLVD,LOUISVILLE,40202,1045
LMPD24150428,12/30/2024 5:57:00 AM,12/30/2024 2:00:00 AM,8620,14 AUTO THEFT,"TBUT OR DISP AUTO $10,000 < $1,000,000 514.030 24113 240",240,A,YES,4TH DIVISION,412,OTHER RESIDENCE (APARTMENT/CONDO),900 BLOCK GOSS AVE,LOUISVILLE,40217,1046
LMPD24149952,12/28/2024 6:00:00 PM,12/28/2024 6:00:00 PM,7166,13 BURGLARY,BURGLARY - 2ND DEGREE 511.030 22061 220,220,A,YES,3RD DIVISION,315,OTHER RESIDENCE (APARTMENT/CONDO),10500 BLOCK MONTERAY PLACE CIR,LOUISVILLE,40272,1047
LMPD24150104,12/29/2024 3:47:00 AM,12/29/2024 3:47:00 AM,5568,34 NARCOTICS,POSS OF MARIJUANA 218A.1422 42330 35A,35A,A,YES,1ST DIVISION,134,HIGHWAY/ ROAD/ ALLEY/ STREET/ SIDEWALK,400 BLOCK E MARKET ST,LOUISVILLE,40202,1048
LMPD24150254,12/29/2024 5:48:00 PM,12/29/2024 5:48:00 PM,7379,18 SHOPLIFTING,TBUT OR DISP SHOPLIFTING 514.030 24230 23C,23C,A,YES,7TH DIVISION,735,SPECIALTY STORE,4900 BLOCK OUTER LOOP,LOUISVILLE,40219,1049
LMPD24150178,12/29/2024 11:32:00 AM,12/29/2024 11:32:00 AM,5367,13 BURGLARY,BURGLARY - 2ND DEGREE 511.030 22061 220,220,A,YES,1ST DIVISION,135,OTHER RESIDENCE (APARTMENT/CONDO),400 BLOCK E MUHAMMAD ALI BLVD,LOUISVILLE,40202,1050
LMPD24149941,12/28/2024 5:39:00 PM,12/28/2024 5:39:00 PM,7975,11 SIMPLE ASSAULT,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) NO VISIBLE INJURY 508.030 00797 13B,13B,A,YES,3RD DIVISION,322,OTHER RESIDENCE (APARTMENT/CONDO),7300 BLOCK SOUTHSIDE DR,LOUISVILLE,40214,1051
LMPD24150251,12/29/2024 5:43:00 PM,12/29/2024 5:43:00 PM,5412,56 ALL OTHER OFFENSES,DOMESTIC ABUSE DUTIES OF LAW ENFORCEMENT 403.785 03018 90Z,90Z,B,NO,2ND DIVISION,236,OTHER RESIDENCE (APARTMENT/CONDO),4500 BLOCK BROADLEAF DR,LOUISVILLE,40216,1052
LMPD25900073,12/28/2024 5:31:00 PM,12/28/2024 5:31:00 PM,8185,18 SHOPLIFTING,TBUT OR DISP SHOPLIFTING 514.030 24230 23C,23C,A,YES,3RD DIVISION,331,DEPARTMENT/DISCOUNT STORE,6600 BLOCK DIXIE HWY,LOUISVILLE,40258,1053
LMPD24150424,12/30/2024 5:15:00 AM,12/30/2024 5:15:00 AM,5610,46 FAMILY OFFENSES,VIOLATION OF KENTUCKY EPO/DVO 403.763 02763 90F,90F,B,NO,6TH DIVISION,612,PARKING/ DROP LOT/ GARAGE,5400 BLOCK INDIAN OAKS CIR,LOUISVILLE,40213,1054
LMPD24150104,12/29/2024 3:47:00 AM,12/29/2024 3:47:00 AM,5568,46 WPNS LAW VIOLATION,POSSESSION OF FIREARM BY CONVICTED FELON 527.040 52196 520,999,B,NO,1ST DIVISION,134,HIGHWAY/ ROAD/ ALLEY/ STREET/ SIDEWALK,400 BLOCK E MARKET ST,LOUISVILLE,40202,1055
LMPD24150175,12/29/2024 10:57:00 AM,12/29/2024 12:00:00 AM,8620,14 AUTO THEFT,"TBUT OR DISP AUTO $10,000 < $1,000,000 514.030 24113 240",240,A,YES,8TH DIVISION,823,PARKING/ DROP LOT/ GARAGE,2500 BLOCK TERRA CROSSING BLVD,LOUISVILLE,40245,1056
LMPD24149942,12/28/2024 5:25:00 PM,12/28/2024 5:25:00 PM,5625,56 ALL OTHER OFFENSES,DOMESTIC ABUSE DUTIES OF LAW ENFORCEMENT 403.785 03018 90Z,90Z,B,NO,4TH DIVISION,424,RESIDENCE/HOME,4100 BLOCK S 1ST ST,LOUISVILLE,40214,1057
LMPD24150240,12/29/2024 5:40:00 PM,12/29/2024 5:40:00 PM,5314,55 TRESPASSING,CRIMINAL TRESPASS-2ND DEGREE 511.070 02624 90J,90J,B,NO,7TH DIVISION,736,HOTEL/ MOTEL/ ETC.,2900 BLOCK FERN VALLEY RD,LOUISVILLE,40213,1058
LMPD24150426,12/30/2024 5:15:00 AM,12/30/2024 5:15:00 AM,5436,9 AGGRAVATED ASSAULT,ASSAULT - 2ND DEGREE - DOMESTIC VIOLENCE 508.020 13161 13A,13A,A,YES,5TH DIVISION,512,HIGHWAY/ ROAD/ ALLEY/ STREET/ SIDEWALK,1300 BLOCK EVERETT AVE,LOUISVILLE,40204,1059
LMPD24150104,12/29/2024 3:47:00 AM,12/29/2024 4:45:00 AM,5568,46 WPNS LAW VIOLATION,POSSESSION OF HANDGUN BY CONVICTED FELON 527.040 52197 520,520,A,YES,1ST DIVISION,134,HIGHWAY/ ROAD/ ALLEY/ STREET/ SIDEWALK,400 BLOCK E MARKET ST,LOUISVILLE,40202,1060
LMPD24150172,12/29/2024 10:28:00 AM,12/29/2024 10:28:00 AM,5342,11 SIMPLE ASSAULT,ASSAULT - 4TH DEGREE (MINOR INJURY) 508.030 00796 13B,999,B,NO,7TH DIVISION,712,HIGHWAY/ ROAD/ ALLEY/ STREET/ SIDEWALK,7100 BLOCK BILLTOWN RD,LOUISVILLE,40299,1061
LMPD24149930,12/28/2024 5:20:00 PM,12/25/2024 10:00:00 PM,8499,22 THEFT MV PARTS,THEFT OF MOTOR VEHICLE REGISTRATION PLATE/DECAL 186.990(6) 28200 23G,23G,A,YES,4TH DIVISION,450,RESIDENCE/HOME,1400 BLOCK ANNA LN,LOUISVILLE,40216,1062
LMPD24150231,12/29/2024 5:31:00 PM,12/29/2024 8:30:00 AM,8611,21 THEFT FR VEH,TBUT OR DISP CONTENTS FROM VEH 514.030 24140 23F,23F,A,YES,2ND DIVISION,212,HIGHWAY/ ROAD/ ALLEY/ STREET/ SIDEWALK,800 BLOCK S 39TH ST,LOUISVILLE,40211,1063
LMPD24150527,12/30/2024 5:00:00 AM,12/30/2024 5:00:00 AM,8173,12 INTIMIDATION,HARASSMENT (NO PHYSICAL CONTACT) 525.070 02405 13C,13C,A,YES,1ST DIVISION,111,RESIDENCE/HOME,2300 BLOCK ROWAN ST,LOUISVILLE,40212,1064
LMPD24150104,12/29/2024 3:47:00 AM,12/29/2024 4:45:00 AM,5568,33 STOLEN PROPERTY,RECEIVING STOLEN PROPERTY (FIREARM) 514.110 28020 280,280,A,YES,1ST DIVISION,134,HIGHWAY/ ROAD/ ALLEY/ STREET/ SIDEWALK,400 BLOCK E MARKET ST,LOUISVILLE,40202,1065
LMPD24150172,12/29/2024 10:28:00 AM,12/29/2024 10:28:00 AM,5342,9 AGGRAVATED ASSAULT,WANTON ENDANGERMENT-1ST DEGREE-POLICE OFFICER 508.060 13221 13A,13A,A,YES,7TH DIVISION,712,HIGHWAY/ ROAD/ ALLEY/ STREET/ SIDEWALK,7100 BLOCK BILLTOWN RD,LOUISVILLE,40299,1066
LMPD24149932,12/28/2024 5:05:00 PM,12/28/2024 1:00:00 AM,5516,13 BURGLARY,BURGLARY - 2ND DEGREE 511.030 22061 220,220,A,YES,4TH DIVISION,436,RESIDENCE/HOME,1100 BLOCK BICKNELL AVE,LOUISVILLE,40215,1067
LMPD24150247,12/29/2024 5:17:00 PM,12/29/2024 10:00:00 AM,7298,21 THEFT FR VEH,TBUT OR DISP CONTENTS FROM VEH 514.030 24140 23F,23F,A,YES,4TH DIVISION,423,HIGHWAY/ ROAD/ ALLEY/ STREET/ SIDEWALK,500 BLOCK BEECHER ST,LOUISVILLE,40215,1068
LMPD25005292,12/30/2024 5:00:00 AM,12/30/2024 5:00:00 AM,8173,13 BURGLARY,BURGLARY - 3RD DEGREE 511.040 22062 220,220,A,YES,1ST DIVISION,111,COMMERCIAL/OFFICE BUILDING,2500 BLOCK W MARKET ST,LOUISVILLE,40212,1069
LMPD24150172,12/29/2024 10:28:00 AM,12/29/2024 10:28:00 AM,5342,24 VANDALISM,CRIMINAL MISCHIEF - 1ST DEGREE 512.020 01401 290,290,A,YES,7TH DIVISION,712,HIGHWAY/ ROAD/ ALLEY/ STREET/ SIDEWALK,7100 BLOCK BILLTOWN RD,LOUISVILLE,40299,1070
LMPD25005250,12/28/2024 5:00:00 PM,12/28/2024 5:00:00 PM,8402,14 AUTO THEFT,"TBUT OR DISP AUTO $10,000 < $1,000,000 514.030 24113 240",240,A,YES,6TH DIVISION,624,AUTO DEALERSHIP NEW/USED,4100 BLOCK BARDSTOWN RD,LOUISVILLE,40218,1071
LMPD24150093,12/29/2024 3:45:00 AM,12/29/2024 3:45:00 AM,5266,12 INTIMIDATION,TERRORISTIC THREATENING 3RD DEGREE 508.080 00822 13C,13C,A,YES,3RD DIVISION,323,HIGHWAY/ ROAD/ ALLEY/ STREET/ SIDEWALK,8200 BLOCK NATIONAL TPKE,LOUISVILLE,40214,1072
LMPD25001540,12/29/2024 5:00:00 PM,12/29/2024 5:00:00 PM,5571,32 EMBEZZLEMENT,"TBUT OR DISP FROM BUILDING $1,000 < $10,000 514.030 24162E 270",270,A,YES,3RD DIVISION,323,RESIDENCE/HOME,10000 BLOCK WELCH DR,LOUISVILLE,40272,1073
LMPD24150434,12/30/2024 4:55:00 AM,12/30/2024 4:55:00 AM,5266,13 BURGLARY,BURGLARY - 3RD DEGREE 511.040 22062 220,220,A,YES,3RD DIVISION,323,RESTAURANT,400 BLOCK FAIRDALE RD,LOUISVILLE,40018,1074
LMPD24149924,12/28/2024 4:55:00 PM,12/27/2024 1:00:00 AM,8611,22 THEFT MV PARTS,THEFT OF MOTOR VEHICLE REGISTRATION PLATE/DECAL 186.990(6) 28200 23G,23G,A,YES,3RD DIVISION,322,PARKING/ DROP LOT/ GARAGE,7700 BLOCK BROOKVIEW DR,LOUISVILLE,40214,1075
LMPD25002666,12/29/2024 5:00:00 PM,12/29/2024 5:00:00 PM,8617,26 COUNTERFEITING,CRIMINAL POSSESSION FORGED INSTRUMENT-1ST DEGREE-IDENTIFY 516.050 25061 250,250,A,YES,5TH DIVISION,521,RESIDENCE/HOME,2700 BLOCK BROWNSBORO RD,LOUISVILLE,40206,1076
LMPD24150090,12/29/2024 3:31:00 AM,12/29/2024 3:32:00 AM,5518,23 THEFT OTHER,THEFT OF MAIL MATTER 514.140 23265 23H,23H,A,YES,1ST DIVISION,123,RESIDENCE/HOME,900 BLOCK W JEFFERSON ST,LOUISVILLE,40202,1077
LMPD24150172,12/29/2024 10:28:00 AM,12/29/2024 10:28:00 AM,5342,50 DRUNK DRIVING,OPER MTR VEH UNDER INFL ALC .08 (189A010(1A) - 1ST (AGG CIR)189A.010(5A) 03112 90D,90D,B,NO,7TH DIVISION,712,HIGHWAY/ ROAD/ ALLEY/ STREET/ SIDEWALK,7100 BLOCK BILLTOWN RD,LOUISVILLE,40299,1078
LMPD24150420,12/30/2024 4:46:00 AM,12/30/2024 4:46:00 AM,5588,12 INTIMIDATION,WANTON ENDANGERMENT-2ND DEGREE 508.070 00441 13C,13C,A,YES,4TH DIVISION,411,HIGHWAY/ ROAD/ ALLEY/ STREET/ SIDEWALK,200 BLOCK E HILL ST,LOUISVILLE,40208,1079
LMPD24149919,12/28/2024 4:43:00 PM,12/27/2024 11:14:00 PM,8611,18 SHOPLIFTING,"TBUT OR DISP SHOPLIFTING $500 < $1,000 514.030 24231 23C",23C,A,YES,7TH DIVISION,735,SPECIALTY STORE,4900 BLOCK OUTER LOOP,LOUISVILLE,40219,1080
LMPD25001540,12/29/2024 5:00:00 PM,12/29/2024 5:00:00 PM,5571,26 COUNTERFEITING,CRIMINAL POSSESSION FORGED INSTRUMENT-2ND DEGREE-IDENTIFY 516.060 25062 250,250,A,YES,3RD DIVISION,323,RESIDENCE/HOME,10000 BLOCK WELCH DR,LOUISVILLE,40272,1081
LMPD24150080,12/29/2024 3:13:00 AM,12/29/2024 3:13:00 AM,5004,56 ALL OTHER OFFENSES,DOMESTIC ABUSE DUTIES OF LAW ENFORCEMENT 403.785 03018 90Z,90Z,B,NO,8TH DIVISION,824,OTHER RESIDENCE (APARTMENT/CONDO),1400 BLOCK AVOCA RIDGE DR,LOUISVILLE,40223,1082
LMPD24150172,12/29/2024 10:28:00 AM,12/29/2024 10:28:00 AM,5342,34 NARCOTICS,POSS OF MARIJUANA 218A.1422 42330 35A,35A,A,YES,7TH DIVISION,712,HIGHWAY/ ROAD/ ALLEY/ STREET/ SIDEWALK,7100 BLOCK BILLTOWN RD,LOUISVILLE,40299,1083
LMPD24150480,12/30/2024 4:46:00 AM,12/30/2024 4:46:00 AM,5460,11 SIMPLE ASSAULT,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) MINOR INJURY 508.030 00798 13B,13B,A,YES,3RD DIVISION,331,RESIDENCE/HOME,5100 BLOCK DOYLE DR,LOUISVILLE,40216,1084
LMPD24149917,12/28/2024 4:39:00 PM,12/25/2024 7:00:00 PM,8499,22 THEFT MV PARTS,TBUT PARTS FROM VEHICLE 514.030 24240 23G,23G,A,YES,4TH DIVISION,412,RESIDENCE/HOME,2400 BLOCK KESWICK BLVD,LOUISVILLE,40217,1085
LMPD25002665,12/29/2024 5:00:00 PM,12/29/2024 5:00:00 PM,8617,23 THEFT OTHER,THEFT OF MAIL MATTER 514.140 23265 23H,23H,A,YES,5TH DIVISION,521,RESIDENCE/HOME,2700 BLOCK BROWNSBORO RD,LOUISVILLE,40206,1086
LMPD24150081,12/29/2024 3:09:00 AM,12/29/2024 3:09:00 AM,5610,24 VANDALISM,CRIMINAL MISCHIEF - 1ST DEGREE 512.020 01401 290,999,B,NO,6TH DIVISION,612,RESIDENCE/HOME,400 BLOCK POPLAR LEVEL CT,LOUISVILLE,40219,1087
LMPD24150172,12/29/2024 10:28:00 AM,12/29/2024 10:28:00 AM,5342,56 ALL OTHER OFFENSES,FAIL OF NON-OWNER/OPER TO MAINTAIN REQ INS/SECURITY 1ST OFF 304.99-060 00482 90Z,90Z,B,NO,7TH DIVISION,712,HIGHWAY/ ROAD/ ALLEY/ STREET/ SIDEWALK,7100 BLOCK BILLTOWN RD,LOUISVILLE,40299,1088
LMPD24150420,12/30/2024 4:46:00 AM,12/30/2024 4:46:00 AM,5588,24 VANDALISM,CRIMINAL MISCHIEF - 1ST DEGREE 512.020 01401 290,290,A,YES,4TH DIVISION,411,HIGHWAY/ ROAD/ ALLEY/ STREET/ SIDEWALK,200 BLOCK E HILL ST,LOUISVILLE,40208,1089
LMPD24150081,12/29/2024 3:09:00 AM,12/29/2024 3:09:00 AM,5610,24 VANDALISM,CRIMINAL MISCHIEF-2ND DEGREE 512.030 01402 290,290,A,YES,6TH DIVISION,612,RESIDENCE/HOME,400 BLOCK POPLAR LEVEL CT,LOUISVILLE,40219,1090
LMPD24150172,12/29/2024 10:28:00 AM,12/29/2024 10:28:00 AM,5342,52 DRUNKENNESS,POSS OF OPEN ALCOHOLIC BEVERAGE CONTAINER IN MTR VEH PROHIBI189.530(2) 00470 90E,90E,B,NO,7TH DIVISION,712,HIGHWAY/ ROAD/ ALLEY/ STREET/ SIDEWALK,7100 BLOCK BILLTOWN RD,LOUISVILLE,40299,1091
LMPD24150422,12/30/2024 4:46:00 AM,12/30/2024 4:46:00 AM,5460,24 VANDALISM,CRIMINAL MISCHIEF - 1ST DEGREE 512.020 01401 290,290,A,YES,3RD DIVISION,331,RESIDENCE/HOME,5800 BLOCK DELLROSE DR,LOUISVILLE,40258,1092
LMPD24149923,12/28/2024 4:37:00 PM,12/28/2024 4:37:00 PM,5516,12 INTIMIDATION,MENACING 508.050 00803 13C,999,B,NO,4TH DIVISION,436,RESIDENCE/HOME,4700 BLOCK S 1ST ST,LOUISVILLE,40214,1093
LMPD25007799,12/29/2024 5:00:00 PM,12/29/2024 5:00:00 PM,5335,9 AGGRAVATED ASSAULT,STRANGULATION 1ST DEGREE (DOMESTIC VIOLENCE RELATED) 508.170 13224 13A,13A,A,YES,1ST DIVISION,111,RESIDENCE/HOME,2200 BLOCK GRIFFITHS AVE,LOUISVILLE,40212,1094
LMPD24150242,12/29/2024 10:17:00 AM,12/29/2024 10:17:00 AM,5131,21 THEFT FR VEH,"TBUT OR DISP CONTENTS FROM VEH $500 < $1,000 514.030 24141 23F",23F,A,YES,4TH DIVISION,423,CONVENIENCE STORE,1600 BLOCK ARCADE AVE,LOUISVILLE,40215,1095
LMPD24150422,12/30/2024 4:46:00 AM,12/30/2024 4:46:00 AM,5460,11 SIMPLE ASSAULT,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) MINOR INJURY 508.030 00798 13B,13B,A,YES,3RD DIVISION,331,RESIDENCE/HOME,5800 BLOCK DELLROSE DR,LOUISVILLE,40258,1096
LMPD25900045,12/29/2024 3:00:00 AM,12/29/2024 3:00:00 AM,8185,56 ALL OTHER OFFENSES,PROPERTY LOST OR ABANDONED NON CRIMINAL 67.592(1C) 03024 90Z,90Z,B,NO,1ST DIVISION,123,BAR/NIGHTCLUB,600 BLOCK S 4TH ST,LOUISVILLE,40202,1097
LMPD25007799,12/29/2024 5:00:00 PM,12/29/2024 5:00:00 PM,5335,11 SIMPLE ASSAULT,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) MINOR INJURY 508.030 00798 13B,999,B,NO,1ST DIVISION,111,RESIDENCE/HOME,2200 BLOCK GRIFFITHS AVE,LOUISVILLE,40212,1098
LMPD24149923,12/28/2024 4:37:00 PM,12/28/2024 4:37:00 PM,5516,11 SIMPLE ASSAULT,HARASSMENT - PHYSICAL CONTACT - NO INJURY 525.070 02407 13B,13B,A,YES,4TH DIVISION,436,RESIDENCE/HOME,4700 BLOCK S 1ST ST,LOUISVILLE,40214,1099
LMPD24150170,12/29/2024 8:47:00 AM,12/29/2024 8:47:00 AM,5378,55 TRESPASSING,CRIMINAL TRESPASS-2ND DEGREE 511.070 02624 90J,90J,B,NO,4TH DIVISION,436,SCHOOL - ELEMENTARY/SECONDARY,4500 BLOCK BELLEVUE AVE,LOUISVILLE,40215,1100
LMPD24150422,12/30/2024 4:46:00 AM,12/30/2024 4:46:00 AM,5460,23 THEFT OTHER,TBUT OR DISP FIREARM 514.030 23100 23H,23H,A,YES,3RD DIVISION,331,RESIDENCE/HOME,5800 BLOCK DELLROSE DR,LOUISVILLE,40258,1101
LMPD24150140,12/29/2024 3:00:00 AM,12/29/2024 3:00:00 AM,5427,11 SIMPLE ASSAULT,HARASSMENT - PHYSICAL CONTACT - NO INJURY 525.070 02407 13B,13B,A,YES,3RD DIVISION,331,RESIDENCE/HOME,5500 BLOCK KEN LN,LOUISVILLE,40258,1102
LMPD24150227,12/29/2024 4:49:00 PM,12/22/2024 5:00:00 AM,8499,56 ALL OTHER OFFENSES,PROPERTY LOST OR ABANDONED NON CRIMINAL 67.592(1C) 03024 90Z,90Z,B,NO,3RD DIVISION,323,RESIDENCE/HOME,0 BLOCK DAYTONA CT,LOUISVILLE,40214,1103
LMPD24150097,12/28/2024 4:00:00 PM,12/28/2024 4:00:00 PM,6129,11 SIMPLE ASSAULT,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) NO VISIBLE INJURY 508.030 00797 13B,13B,A,YES,6TH DIVISION,625,OTHER RESIDENCE (APARTMENT/CONDO),2600 BLOCK WHITEHALL TER,LOUISVILLE,40220,1104
LMPD24150417,12/30/2024 4:38:00 AM,12/30/2024 4:38:00 AM,5481,34 NARCOTICS,POSS CONTROLLED SUB 1ST DEGREE 2ND OFF (METHAMPHETAMINE) 218A.1415 42187 35A,35A,A,YES,7TH DIVISION,736,HIGHWAY/ ROAD/ ALLEY/ STREET/ SIDEWALK,3400 BLOCK FERN VALLEY RD,LOUISVILLE,40213,1105
LMPD24150156,12/29/2024 8:44:00 AM,12/29/2024 8:44:00 AM,5371,50 DRUNK DRIVING,OPER MTR VEH UNDER INFL ALC .08 (189A010(1A) - 1ST (AGG CIR)189A.010(5A) 03112 90D,90D,B,NO,1ST DIVISION,135,HIGHWAY/ ROAD/ ALLEY/ STREET/ SIDEWALK,I65N AT HOSPITAL CURVE,LOUISVILLE,40202,1106
LMPD24150290,12/29/2024 3:00:00 AM,12/29/2024 3:00:00 AM,5019,24 VANDALISM,CRIMINAL MISCHIEF-2ND DEGREE 512.030 01402 290,290,A,YES,6TH DIVISION,613,OTHER RESIDENCE (APARTMENT/CONDO),5200 BLOCK RUSSETT BLVD,LOUISVILLE,40218,1107
LMPD24150229,12/29/2024 4:48:00 PM,12/29/2024 4:48:00 PM,7475,56 ALL OTHER OFFENSES,DOMESTIC ABUSE DUTIES OF LAW ENFORCEMENT 403.785 03018 90Z,90Z,B,NO,8TH DIVISION,811,RESIDENCE/HOME,5700 BLOCK HARRODS GLEN DR,LOUISVILLE,40059,1108
LMPD24150020,12/28/2024 3:32:00 PM,12/28/2024 3:32:00 PM,8617,23 THEFT OTHER,THEFT OF MAIL MATTER 514.140 23265 23H,23H,A,YES,4TH DIVISION,411,RESIDENCE/HOME,1000 BLOCK S 5TH ST,LOUISVILLE,40203,1109
LMPD24149911,12/28/2024 3:26:00 PM,12/27/2024 8:00:00 AM,5634,14 AUTO THEFT,"TBUT OR DISP AUTO $10,000 < $1,000,000 514.030 24113 240",240,A,NO,7TH DIVISION,736,RESIDENCE/HOME,5400 BLOCK EARLANN DR,LOUISVILLE,40219,1110
LMPD24149911,12/28/2024 3:26:00 PM,12/27/2024 8:00:00 AM,5634,24 VANDALISM,CRIMINAL MISCHIEF - 1ST DEGREE 512.020 01401 290,290,A,YES,7TH DIVISION,736,RESIDENCE/HOME,5400 BLOCK EARLANN DR,LOUISVILLE,40219,1111
LMPD24149901,12/28/2024 3:24:00 PM,12/28/2024 3:00:00 AM,8499,23 THEFT OTHER,TBUT OR DISP FIREARM 514.030 23100 23H,23H,A,YES,7TH DIVISION,723,PARKING/ DROP LOT/ GARAGE,8800 BLOCK ANATOLIA CT,LOUISVILLE,40228,1112
LMPD24149901,12/28/2024 3:24:00 PM,12/28/2024 3:00:00 AM,8499,14 AUTO THEFT,"TBUT OR DISP AUTO $10,000 < $1,000,000 514.030 24113 240",240,A,YES,7TH DIVISION,723,PARKING/ DROP LOT/ GARAGE,8800 BLOCK ANATOLIA CT,LOUISVILLE,40228,1113
LMPD24149905,12/28/2024 3:11:00 PM,12/28/2024 3:52:00 PM,5630,26 COUNTERFEITING,CRIMINAL POSSESSION OF FORGED INSTRUMENT-3RD DEGREE 516.070 01006 250,250,A,YES,1ST DIVISION,111,HIGHWAY/ ROAD/ ALLEY/ STREET/ SIDEWALK,,LOUISVILLE,40212,1114
LMPD24149905,12/28/2024 3:11:00 PM,12/28/2024 3:52:00 PM,5630,34 NARCOTICS,POSS OF MARIJUANA 218A.1422 42330 35A,35A,A,YES,1ST DIVISION,111,HIGHWAY/ ROAD/ ALLEY/ STREET/ SIDEWALK,,LOUISVILLE,40212,1115
LMPD24149902,12/28/2024 3:01:00 PM,12/28/2024 4:00:00 AM,5403,24 VANDALISM,CRIMINAL MISCHIEF - 1ST DEGREE 512.020 01401 290,290,A,YES,1ST DIVISION,134,PARKING/ DROP LOT/ GARAGE,700 BLOCK E MARKET ST,LOUISVILLE,40202,1116
LMPD24149903,12/28/2024 3:00:00 PM,12/28/2024 3:00:00 PM,5306,56 ALL OTHER OFFENSES,DOMESTIC ABUSE DUTIES OF LAW ENFORCEMENT 403.785 03018 90Z,90Z,B,NO,1ST DIVISION,111,RESIDENCE/HOME,2400 BLOCK W MARKET ST,LOUISVILLE,40212,1117
LMPD24149900,12/28/2024 2:59:00 PM,12/27/2024 6:00:00 PM,5263,13 BURGLARY,BURGLARY - 3RD DEGREE 511.040 22062 220,220,A,NO,3RD DIVISION,331,OTHER/UNKNOWN,7300 BLOCK DIXIE HWY,LOUISVILLE,40258,1118
LMPD24149900,12/28/2024 2:59:00 PM,12/27/2024 6:00:00 PM,5263,24 VANDALISM,CRIMINAL MISCHIEF - 1ST DEGREE 512.020 01401 290,290,A,YES,3RD DIVISION,331,OTHER/UNKNOWN,7300 BLOCK DIXIE HWY,LOUISVILLE,40258,1119
LMPD24149908,12/28/2024 2:55:00 PM,12/28/2024 2:55:00 PM,7349,3 JUSTIFIABLE HOMICIDE,JUSTIFIABLE HOMICIDE ***.*** 09160 09C,09C,A,YES,7TH DIVISION,735,RESIDENCE/HOME,1200 BLOCK LIPPS LN,LOUISVILLE,40219,1120
LMPD25037913,12/28/2024 2:53:00 PM,12/28/2024 2:53:00 PM,7349,9 AGGRAVATED ASSAULT,WANTON ENDANGERMENT-1ST DEGREE 508.060 13201 13A,13A,A,YES,7TH DIVISION,735,RESIDENCE/HOME,1200 BLOCK LIPPS LN,LOUISVILLE,40219,1121
LMPD25900124,12/28/2024 2:50:00 PM,12/28/2024 2:50:00 PM,8185,29 FRAUD IMPERSONATION,THEFT OF IDENTITY OF ANOTHER WITHOUT CONSENT 514.160 23310 26C,26C,A,YES,6TH DIVISION,625,OTHER/UNKNOWN,2500 BLOCK FOXY POISE RD,ST. REGIS PARK,40220,1122
LMPD24149892,12/28/2024 2:39:00 PM,12/27/2024 11:00:00 PM,8611,14 AUTO THEFT,"TBUT OR DISP AUTO $10,000 < $1,000,000 514.030 24113 240",240,A,YES,1ST DIVISION,134,HIGHWAY/ ROAD/ ALLEY/ STREET/ SIDEWALK,800 BLOCK E WASHINGTON ST,LOUISVILLE,40206,1123
LMPD24149889,12/28/2024 2:32:00 PM,12/26/2024 11:00:00 PM,8499,22 THEFT MV PARTS,THEFT OF MOTOR VEHICLE REGISTRATION PLATE/DECAL 186.990(6) 28200 23G,23G,A,YES,4TH DIVISION,412,RESIDENCE/HOME,0 BLOCK EUTROPIA CT,LOUISVILLE,40208,1124
LMPD24149887,12/28/2024 2:31:00 PM,12/28/2024 7:00:00 AM,8611,14 AUTO THEFT,"TBUT OR DISP AUTO $1,000 < $10,000 514.030 24112 240",240,A,NO,5TH DIVISION,521,HIGHWAY/ ROAD/ ALLEY/ STREET/ SIDEWALK,200 BLOCK POPE ST,LOUISVILLE,40206,1125
LMPD24149921,12/28/2024 2:16:00 PM,12/28/2024 2:16:00 PM,8402,28 FRAUD CREDIT CARD/ATM,FRAUDULENT USE OF A CREDIT CARD 434.650(1)(B) 71200 26B,26B,A,YES,7TH DIVISION,736,RESIDENCE/HOME,8300 BLOCK BLUE LICK RD,LOUISVILLE,40219,1126
LMPD24149885,12/28/2024 2:13:00 PM,12/28/2024 4:00:00 AM,8499,14 AUTO THEFT,"TBUT OR DISP AUTO $1,000 < $10,000 514.030 24112 240",240,A,YES,1ST DIVISION,135,PARKING/ DROP LOT/ GARAGE,400 BLOCK E MUHAMMAD ALI BLVD,LOUISVILLE,40202,1127
