INCIDENT_NUMBER,DATE_REPORTED,DATE_OCCURED,BADGE_ID,CRIME_TYPE,UOR_DESC,NIBRS_CODE,UCR_HIERARCHY,ATT_COMP,LMPD_DIVISION,LMPD_BEAT,PREMISE_TYPE,BLOCK_ADDRESS,City,ZIP_CODE,ObjectId
80-21-042411,2021-07-21 09:58:00,2021-07-21 02:39:00,8440            ,MOTOR VEHICLE THEFT,"TBUT OR DISP AUTO > $10,000 BUT < $1,000,000",240,PART I,COMPLETED,6TH DIVISION,612,PARKING LOT / GARAGE                         ,7900 BLOCK CRITTENDEN DR                                    ,LOUISVILLE,40209,40116
80-21-042412,2021-07-21 09:34:00,2021-07-21 09:29:00,7313            ,OTHER,DOMESTIC ABUSE DUTIES OF LAW ENFORCEMENT,90Z,PART II,COMPLETED,8TH DIVISION,812,RESIDENCE / HOME                             ,3400 BLOCK ASCOT CIR                                        ,MANOR_CREEK,40241,40117
80-21-042246,2021-07-29 11:57:00,2021-07-06 00:00:00,7682            ,OTHER,FAILURE TO COMPLY W/SEX OFFENDER REGISTRATION - 1ST OFF,90Z,PART II,COMPLETED,1ST DIVISION,123,RESIDENCE / HOME                             ,1000 BLOCK W MARKET ST                                      ,LOUISVILLE,40202,40118
80-21-042310,2021-07-20 18:20:00,2021-07-18 00:00:00,8229            ,VEHICLE BREAK-IN/THEFT,THEFT OF MOTOR VEHICLE REGISTRATION PLATE/DECAL,23G,PART I,COMPLETED,3RD DIVISION,316,RESIDENCE / HOME                             ,7000 BLOCK WELFORD AVE                                      ,LOUISVILLE,40272,40119
80-21-042193,2021-07-20 10:15:00,2021-07-19 18:00:00,8440            ,VANDALISM,CRIMINAL MISCHIEF-3RD DEGREE,290,PART II,COMPLETED,7TH DIVISION,736,AUTO DEALERSHIP (NEW OR USED)                ,7500 BLOCK PRESTON HWY                                      ,LOUISVILLE,40219,40120
80-21-042247,2021-07-20 14:08:00,2021-07-19 23:00:00,8142            ,VEHICLE BREAK-IN/THEFT,"TBUT OR DISP PARTS FROM VEHICLE $500 OR > BUT < $10,000",23G,PART I,COMPLETED,4TH DIVISION,411,RESIDENCE / HOME                             ,1400 BLOCK S 1ST ST                                         ,LOUISVILLE,40208,40121
80-21-042145,2021-07-20 02:34:00,2021-07-20 02:34:00,7113            ,ASSAULT,ASSAULT - 1ST DEGREE,13A,PART I,COMPLETED,2ND DIVISION,211,HIGHWAY / ROAD / ALLEY                       ,S 40TH ST / W MUHAMMAD ALI BLVD                             ,LOUISVILLE,40212,40122
80-21-042473,2021-07-21 14:27:00,2021-07-21 14:27:00,7170            ,DRUGS/ALCOHOL VIOLATIONS,DRUG PARAPHERNALIA - BUY/POSSESS,35B,PART II,COMPLETED,1ST DIVISION,135,HIGHWAY / ROAD / ALLEY                       ,400 BLOCK E MUHAMMAD ALI BLVD                               ,LOUISVILLE,40202,40123
80-21-042194,2021-07-20 10:30:00,2021-07-19 20:00:00,8358            ,VEHICLE BREAK-IN/THEFT,TBUT OR DISP CONTENTS FROM VEH < $500,23F,PART I,COMPLETED,6TH DIVISION,613,RESIDENCE / HOME                             ,2100 BLOCK LITTLE CREEK CT                                  ,LOUISVILLE,40218,40124
80-21-042090,2021-07-19 19:55:00,2021-07-19 19:55:00,7406            ,DRUGS/ALCOHOL VIOLATIONS,POSS CONT SUB-1ST DEGREE-1ST OFFENSE-DRUG UNSPECIFIED,35A,PART II,COMPLETED,1ST DIVISION,112,HIGHWAY / ROAD / ALLEY                       ,S 22ND ST / W BROADWAY                                      ,LOUISVILLE,40211,40125
80-21-042248,2021-07-20 14:00:00,2021-07-20 13:50:00,7046            ,ASSAULT,ASSAULT 4TH DEGREE (DOMESTIC 3RD OR > WITHIN 5 YEARS,13B,PART II,COMPLETED,4TH DIVISION,423,RESIDENCE / HOME                             ,1600 BLOCK ARCADE AVE                                       ,LOUISVILLE,40215,40126
80-21-042311,2021-07-20 18:17:00,2021-07-20 11:00:00,7319            ,ASSAULT,TERRORISTIC THREATENING 3RD DEGREE,13C,PART II,COMPLETED,6TH DIVISION,613,OTHER RESIDENCE (APARTMENT/CONDO)            ,200 BLOCK ROCK CLIFF CT                                     ,LOUISVILLE,40218,40127
80-21-042090,2021-07-19 19:55:00,2021-07-19 19:55:00,7406            ,DRUGS/ALCOHOL VIOLATIONS,POSS OF MARIJUANA,35A,PART II,COMPLETED,1ST DIVISION,112,HIGHWAY / ROAD / ALLEY                       ,S 22ND ST / W BROADWAY                                      ,LOUISVILLE,40211,40128
80-21-042248,2021-07-20 14:00:00,2021-07-20 13:50:00,7046            ,BURGLARY,BURGLARY - 1ST DEGREE,220,PART I,COMPLETED,4TH DIVISION,423,RESIDENCE / HOME                             ,1600 BLOCK ARCADE AVE                                       ,LOUISVILLE,40215,40129
80-21-042146,2021-07-20 04:02:00,2021-07-20 03:00:00,7175            ,FRAUD,"TBUT OR DISP FROM BLDG $500 OR > BUT < $10,000",270,PART II,COMPLETED,6TH DIVISION,624,RESIDENCE / HOME                             ,3500 BLOCK S HURSTBOURNE PKY                                ,LOUISVILLE,40299,40130
80-21-042475,2021-07-21 14:34:00,2021-07-21 14:20:00,7313            ,OTHER,HARASSING COMMUNICATIONS,90Z,PART II,COMPLETED,8TH DIVISION,812,CYBERSPACE                                   ,8800 BLOCK MALVERN HILL RD                                  ,LOUISVILLE,40242,40131
80-21-042196,2021-07-20 10:41:00,2021-07-19 17:00:00,8440            ,VEHICLE BREAK-IN/THEFT,"TBUT OR DISP PARTS FROM VEHICLE $500 OR > BUT < $10,000",23G,PART I,COMPLETED,2ND DIVISION,236,PARKING LOT / GARAGE                         ,3400 BLOCK KRAMERS LN                                       ,LOUISVILLE,40216,40132
80-21-042311,2021-07-20 18:17:00,2021-07-20 11:00:00,7319            ,VANDALISM,CRIMINAL MISCHIEF-3RD DEGREE,290,PART II,COMPLETED,6TH DIVISION,613,OTHER RESIDENCE (APARTMENT/CONDO)            ,200 BLOCK ROCK CLIFF CT                                     ,LOUISVILLE,40218,40133
80-21-042476,2021-07-21 14:35:00,2021-07-21 14:00:00,5146            ,VEHICLE BREAK-IN/THEFT,TBUT OR DISP CONTENTS FROM VEH < $500,23F,PART I,COMPLETED,6TH DIVISION,625,CONVENIENCE STORE                            ,3200 BLOCK BARDSTOWN RD                                     ,LOUISVILLE,40205,40134
80-21-042476,2021-07-21 14:35:00,2021-07-21 14:00:00,5146            ,MOTOR VEHICLE THEFT,"TBUT OR DISP AUTO > $10,000 BUT < $1,000,000",240,PART I,COMPLETED,6TH DIVISION,625,CONVENIENCE STORE                            ,3200 BLOCK BARDSTOWN RD                                     ,LOUISVILLE,40205,40135
80-21-042476,2021-07-21 14:35:00,2021-07-21 14:00:00,5146            ,MOTOR VEHICLE THEFT,"TBUT OR DISP AUTO $10,000 < $1,000,000",240,PART I,COMPLETED,6TH DIVISION,625,CONVENIENCE STORE                            ,3200 BLOCK BARDSTOWN RD                                     ,LOUISVILLE,40205,40136
80-21-042477,2021-07-21 15:01:00,2021-07-20 22:00:00,2501            ,THEFT/LARCENY,"TBUT OR DISP CONTROLLED SUB < $10,000",23H,PART I,COMPLETED,7TH DIVISION,724,RESIDENCE / HOME                             ,5000 BLOCK ROAMING PLAINS CT                                ,LOUISVILLE,40229,40137
80-21-042477,2021-07-21 15:01:00,2021-07-20 22:00:00,2501            ,VEHICLE BREAK-IN/THEFT,TBUT OR DISP CONTENTS FROM VEH < $500,23F,PART I,COMPLETED,7TH DIVISION,724,RESIDENCE / HOME                             ,5000 BLOCK ROAMING PLAINS CT                                ,LOUISVILLE,40229,40138
80-21-042478,2021-07-21 15:12:00,2021-07-21 05:30:00,8447            ,VEHICLE BREAK-IN/THEFT,"TBUT OR DISP CONTENTS FROM VEH $500 OR > BUT < $10,000",23F,PART I,COMPLETED,8TH DIVISION,811,PARKING LOT / GARAGE                         ,2500 BLOCK CHAMBERLAIN CROSSING DR                          ,LOUISVILLE,40245,40139
80-21-042479,2021-07-21 15:45:00,2021-07-21 14:49:00,5353            ,FRAUD,CRIMINAL POSSESSION FORGED INSTRUMENT-1ST DEGREE-IDENTIFY,250,PART II,COMPLETED,5TH DIVISION,521,RESTAURANT                                   ,2900 BLOCK BROWNSBORO RD                                    ,LOUISVILLE,40206,40140
80-21-042480,2021-07-21 13:03:00,2021-07-21 13:03:00,5132            ,DRUGS/ALCOHOL VIOLATIONS,POSS CONT SUB-1ST DEGREE-1ST OFFENSE-DRUG UNSPECIFIED,35A,PART II,COMPLETED,2ND DIVISION,211,RESIDENCE / HOME                             ,400 BLOCK N 41ST ST                                         ,LOUISVILLE,40212,40141
80-21-042480,2021-07-21 13:03:00,2021-07-21 13:03:00,5132            ,DRUGS/ALCOHOL VIOLATIONS,POSS OF MARIJUANA,35A,PART II,COMPLETED,2ND DIVISION,211,RESIDENCE / HOME                             ,400 BLOCK N 41ST ST                                         ,LOUISVILLE,40212,40142
80-21-042481,2021-07-21 15:00:00,2021-07-21 14:39:00,5385            ,THEFT/LARCENY,TBUT OR DISP FROM BUILDING < $500,23D,PART I,COMPLETED,3RD DIVISION,331,DEPARTMENT / DISCOUNT STORE                  ,4900 BLOCK DIXIE HWY                                        ,LOUISVILLE,40216,40143
80-21-042483,2021-07-21 14:28:00,2021-07-21 14:28:00,7393            ,OTHER,SUICIDE,999,PART II,COMPLETED,6TH DIVISION,612,RESIDENCE / HOME                             ,6200 BLOCK HANSES DR                                        ,LOUISVILLE,40219,40144
80-21-042484,2021-07-21 15:33:00,2021-07-21 10:15:00,8447            ,BURGLARY,BURGLARY - 2ND DEGREE,220,PART I,COMPLETED,5TH DIVISION,521,ATTACHED RESIDENTIAL GARAGE                  ,2600 BLOCK TOP HILL RD                                      ,LOUISVILLE,40206,40145
80-21-042486,2021-07-21 15:37:00,2021-06-23 00:00:00,8229            ,THEFT/LARCENY,"TBUT OR DISP FROM BUILDING $10,000 OR > BUT < $1,000,000",23D,PART I,COMPLETED,1ST DIVISION,123,COMMERCIAL / OFFICE BUILDING                 ,500 BLOCK W JEFFERSON ST                                    ,LOUISVILLE,40202,40146
80-21-042485,2021-07-21 15:28:00,2021-07-13 13:00:00,7329            ,OTHER,MISSING PERSONS,90Z,PART II,COMPLETED,2ND DIVISION,212,RESIDENCE / HOME                             ,1100 BLOCK S 43RD ST                                        ,LOUISVILLE,40211,40147
80-21-042487,2021-07-21 16:00:00,2021-07-21 15:07:00,2440            ,OTHER,ACCIDENTAL SHOOTING (OTHER THAN HUNTING),90Z,PART II,COMPLETED,1ST DIVISION,112,HIGHWAY / ROAD / ALLEY                       ,400 BLOCK CADBURY CT                                        ,LOUISVILLE,40212,40148
80-21-042488,2021-07-21 15:50:00,2021-07-21 00:50:00,8349            ,THEFT/LARCENY,"TBUT OR DISP FROM BLDG $500 OR > BUT < $10,000",23D,PART I,COMPLETED,4TH DIVISION,411,RESTAURANT                                   ,1400 BLOCK S BROOK ST                                       ,LOUISVILLE,40208,40149
80-21-042489,2021-07-21 15:51:00,2021-07-21 15:26:00,7667            ,VANDALISM,CRIMINAL MISCHIEF-3RD DEGREE,290,PART II,COMPLETED,4TH DIVISION,436,HIGHWAY / ROAD / ALLEY                       ,BROOKLINE AVE / SOUTHERN PKY                                ,LOUISVILLE,40214,40150
80-21-042490,2021-07-21 15:14:00,2021-07-21 15:14:00,7427            ,DRUGS/ALCOHOL VIOLATIONS,DRUG PARAPHERNALIA - BUY/POSSESS,35B,PART II,COMPLETED,3RD DIVISION,323,HIGHWAY / ROAD / ALLEY                       ,NEW CUT RD / OUTER LOOP                                     ,LOUISVILLE,40214,40151
80-21-042490,2021-07-21 15:14:00,2021-07-21 15:14:00,7427            ,DRUGS/ALCOHOL VIOLATIONS,POSS CONTROLLED SUB 1ST DEGREE 1ST OFF (METHAMPHETAMINE),35A,PART II,COMPLETED,3RD DIVISION,323,HIGHWAY / ROAD / ALLEY                       ,NEW CUT RD / OUTER LOOP                                     ,LOUISVILLE,40214,40152
80-21-042491,2021-07-21 15:00:00,2021-07-21 14:54:00,5186            ,ASSAULT,VIOLATION OF KENTUCKY EPO/DVO,90F,PART II,COMPLETED,4TH DIVISION,412,RESIDENCE / HOME                             ,600 BLOCK LYNN ST                                           ,LOUISVILLE,40217,40153
80-21-042492,2021-07-21 15:57:00,2021-07-21 07:00:00,8229            ,VEHICLE BREAK-IN/THEFT,"TBUT OR DISP CONTENTS FROM VEH $500 OR > BUT < $10,000",23F,PART I,COMPLETED,8TH DIVISION,811,PARKING LOT / GARAGE                         ,11900 BLOCK WESTPORT RD                                     ,LOUISVILLE,40245,40154
80-21-042493,2021-07-21 16:02:00,2021-07-21 16:00:00,5112            ,OTHER,RECOVERY OF STOLEN PROPERTY,90Z,PART II,COMPLETED,5TH DIVISION,521,RESIDENCE / HOME                             ,400 BLOCK N HITE AVE                                        ,LOUISVILLE,40206,40155
80-21-042493,2021-07-21 16:02:00,2021-07-21 16:00:00,5112            ,THEFT/LARCENY,RECEIVING STOLEN PROPERTY (FIREARM),280,PART II,COMPLETED,5TH DIVISION,521,RESIDENCE / HOME                             ,400 BLOCK N HITE AVE                                        ,LOUISVILLE,40206,40156
80-21-042493,2021-07-21 16:02:00,2021-07-21 16:00:00,5112            ,DRUGS/ALCOHOL VIOLATIONS,POSS OF MARIJUANA,35A,PART II,COMPLETED,5TH DIVISION,521,RESIDENCE / HOME                             ,400 BLOCK N HITE AVE                                        ,LOUISVILLE,40206,40157
80-21-042493,2021-07-21 16:02:00,2021-07-21 16:00:00,5112            ,WEAPONS,POSSESSION OF HANDGUN BY CONVICTED FELON,520,PART II,COMPLETED,5TH DIVISION,521,RESIDENCE / HOME                             ,400 BLOCK N HITE AVE                                        ,LOUISVILLE,40206,40158
80-21-042494,2021-07-21 15:13:00,2021-07-21 08:00:00,7937            ,ASSAULT,HARASSMENT (NO PHYSICAL CONTACT),13C,PART II,COMPLETED,1ST DIVISION,123,OTHER RESIDENCE (APARTMENT/CONDO)            ,400 BLOCK S 8TH ST                                          ,LOUISVILLE,40203,40159
80-21-042495,2021-07-21 16:00:00,2021-07-15 08:00:00,2501            ,VANDALISM,CRIMINAL MISCHIEF-2ND DEGREE,290,PART II,COMPLETED,2ND DIVISION,211,RESIDENCE / HOME                             ,600 BLOCK S 38TH ST                                         ,LOUISVILLE,40211,40160
80-21-042495,2021-07-21 16:00:00,2021-07-15 08:00:00,2501            ,BURGLARY,BURGLARY - 2ND DEGREE,220,PART I,ATTEMPTED,2ND DIVISION,211,RESIDENCE / HOME                             ,600 BLOCK S 38TH ST                                         ,LOUISVILLE,40211,40161
80-21-042496,2021-07-21 16:03:00,2021-07-20 18:00:00,8447            ,OTHER,LEAVING SCENE OF ACCIDENT/FAILURE TO RENDER AID OR ASSISTANC,999,,COMPLETED,6TH DIVISION,625,PARKING LOT / GARAGE                         ,3500 BLOCK BARDSTOWN RD                                     ,LOUISVILLE,40218,40162
80-21-042498,2021-07-21 16:16:00,2021-07-21 11:20:00,8447            ,VANDALISM,CRIMINAL MISCHIEF-3RD DEGREE,290,PART II,COMPLETED,7TH DIVISION,736,PARKING LOT / GARAGE                         ,8200 BLOCK PRESTON HWY                                      ,LOUISVILLE,40219,40163
80-21-042499,2021-07-21 16:20:00,2021-07-21 13:15:00,9553            ,VEHICLE BREAK-IN/THEFT,"TBUT OR DISP PARTS FROM VEHICLE $500 OR > BUT < $10,000",23G,PART I,COMPLETED,5TH DIVISION,513,PARKING LOT / GARAGE                         ,2000 BLOCK NEWBURG RD                                       ,LOUISVILLE,40205,40164
80-21-042500,2021-07-21 16:21:00,2021-07-07 13:20:00,8349            ,MOTOR VEHICLE THEFT,"TBUT OR DISP AUTO > $10,000 BUT < $1,000,000",240,PART I,COMPLETED,8TH DIVISION,815,AUTO DEALERSHIP (NEW OR USED)                ,8100 BLOCK SHELBYVILLE RD                                   ,LOUISVILLE,40222,40165
80-21-042501,2021-07-21 13:54:00,2021-07-21 13:54:00,7947            ,SEX CRIMES,RAPE - 1ST DEGREE,11A,PART I,COMPLETED,6TH DIVISION,612,RESIDENCE / HOME                             ,4300 BLOCK NAOMI DR                                         ,LOUISVILLE,40219,40166
80-21-042502,2021-07-21 16:29:00,2021-07-14 14:00:00,8447            ,THEFT/LARCENY,TBUT OR DISP FIREARM,23H,PART I,COMPLETED,6TH DIVISION,613,RESIDENCE / HOME                             ,5400 BLOCK AILANTHUS TRL                                    ,LOUISVILLE,40219,40167
80-21-042504,2021-07-21 16:31:00,2021-07-12 10:00:00,9553            ,THEFT/LARCENY,TBUT OR DISP FIREARM,23H,PART I,COMPLETED,4TH DIVISION,412,RESIDENCE / HOME                             ,900 BLOCK CHARLES ST                                        ,LOUISVILLE,40204,40168
80-21-042503,2021-07-21 15:26:00,2021-07-21 15:22:00,5374            ,ASSAULT,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) MINOR INJURY,13B,PART II,COMPLETED,3RD DIVISION,334,RESIDENCE / HOME                             ,11300 BLOCK BOLD FORBES BLVD                                ,LOUISVILLE,40272,40169
80-21-042505,2021-07-21 16:23:00,2021-07-20 08:00:00,7116            ,THEFT/LARCENY,TBUT OR DISP ALL OTHERS <  $500,23H,PART I,COMPLETED,4TH DIVISION,436,RESIDENCE / HOME                             ,5100 BLOCK SOUTHSIDE DR                                     ,LOUISVILLE,40214,40170
80-21-042506,2021-07-21 16:40:00,2021-07-12 21:30:00,8229            ,THEFT/LARCENY,TBUT OR DISP ALL OTHERS <  $500,23H,PART I,COMPLETED,4TH DIVISION,412,RESIDENCE / HOME                             ,1100 BLOCK S HANCOCK ST                                     ,LOUISVILLE,40203,40171
80-21-042507,2021-07-21 16:44:00,2021-07-21 06:40:00,8447            ,VEHICLE BREAK-IN/THEFT,TBUT OR DISP PARTS FROM VEHICLE < $500,23G,PART I,COMPLETED,5TH DIVISION,513,PARKING LOT / GARAGE                         ,2000 BLOCK NEWBURG RD                                       ,LOUISVILLE,40205,40172
80-21-042509,2021-07-21 16:55:00,2021-07-21 16:41:00,5208            ,ASSAULT,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) MINOR INJURY,13B,PART II,COMPLETED,2ND DIVISION,236,OTHER RESIDENCE (APARTMENT/CONDO)            ,3400 BLOCK SHAGBARK RD                                      ,LOUISVILLE,40216,40173
80-21-042510,2021-07-21 17:05:00,2021-07-21 16:30:00,7619            ,ASSAULT,VIOLATION OF KENTUCKY EPO/DVO,90F,PART II,COMPLETED,4TH DIVISION,411,OTHER RESIDENCE (APARTMENT/CONDO)            ,1300 BLOCK S BROOK ST                                       ,LOUISVILLE,40208,40174
80-21-042511,2021-07-21 17:10:00,2021-07-21 17:00:00,5120            ,ASSAULT,ASSAULT - 4TH DEGREE (MINOR INJURY),13B,PART II,COMPLETED,4TH DIVISION,412,HIGHWAY / ROAD / ALLEY                       ,CRITTENDEN DR / EASTERN PKY                                 ,LOUISVILLE,40217,40175
80-21-042512,2021-07-21 16:46:00,2021-07-21 16:00:00,5351            ,ASSAULT,STRANGULATION 2ND DEGREE,13A,PART I,COMPLETED,2ND DIVISION,225,RESIDENCE / HOME                             ,1100 BLOCK W HILL ST                                        ,LOUISVILLE,40210,40176
80-21-042513,2021-07-21 17:10:00,2021-07-21 16:10:00,5120            ,VANDALISM,CRIMINAL MISCHIEF - 1ST DEGREE,290,PART II,COMPLETED,4TH DIVISION,412,HIGHWAY / ROAD / ALLEY                       ,CRITTENDEN DR / EASTERN PKY                                 ,LOUISVILLE,40217,40177
80-21-042515,2021-07-21 16:54:00,2021-07-21 16:54:00,7557            ,OTHER,RECOVERY OF STOLEN VEHICLE-OUT OF JURISDICTION,999,,COMPLETED,2ND DIVISION,236,RESIDENCE / HOME                             ,4100 BLOCK WILMOTH AVE                                      ,LOUISVILLE,40216,40178
80-21-042248,2021-07-20 14:00:00,2021-07-20 13:50:00,7046            ,BURGLARY,BURGLARY - 2ND DEGREE,220,PART I,COMPLETED,4TH DIVISION,423,RESIDENCE / HOME                             ,1600 BLOCK ARCADE AVE                                       ,LOUISVILLE,40215,40179
80-21-042147,2021-07-20 04:15:00,2021-07-13 17:01:00,5155            ,THEFT/LARCENY,"TBUT OR DISP SHOPLIFTING $500 OR >  BUT < $10,000",23C,PART I,COMPLETED,8TH DIVISION,824,DEPARTMENT / DISCOUNT STORE                  ,13300 BLOCK SHELBYVILLE RD                                  ,LOUISVILLE,40223,40180
80-21-041711,2021-07-18 06:11:00,2021-07-18 06:06:00,5141            ,ASSAULT,TERRORISTIC THREATENING 3RD DEGREE,13C,PART II,COMPLETED,7TH DIVISION,735,RESIDENCE / HOME                             ,1300 BLOCK BATES AVE                                        ,LOUISVILLE,40219,40181
80-21-042312,2021-07-20 18:17:00,2021-07-20 11:00:00,7319            ,SEX CRIMES,SEXUAL ABUSE - 3RD DEGREE,11D,PART II,COMPLETED,6TH DIVISION,613,OTHER RESIDENCE (APARTMENT/CONDO)            ,200 BLOCK ROCK CLIFF CT                                     ,LOUISVILLE,40218,40182
80-21-042148,2021-07-20 04:40:00,2021-07-20 04:13:00,5189            ,DRUGS/ALCOHOL VIOLATIONS,DRUG PARAPHERNALIA - BUY/POSSESS,35B,PART II,COMPLETED,6TH DIVISION,612,PARKING LOT / GARAGE                         ,5100 BLOCK PRESTON HWY                                      ,LOUISVILLE,40213,40183
80-21-042148,2021-07-20 04:40:00,2021-07-20 04:13:00,5189            ,DRUGS/ALCOHOL VIOLATIONS,POSS CONTROLLED SUB 1ST DEGREE 1ST OFF (METHAMPHETAMINE),35A,PART II,COMPLETED,6TH DIVISION,612,PARKING LOT / GARAGE                         ,5100 BLOCK PRESTON HWY                                      ,LOUISVILLE,40213,40184
80-21-042197,2021-07-20 10:47:00,2021-06-28 00:00:00,8142            ,FRAUD,FRAUDULENT USE OF CREDIT CARDS U/$500 W/6 MO PERIOD,26B,PART II,COMPLETED,4TH DIVISION,423,DRUG STORE/DR`S OFFICE/HOSPITAL              ,700 BLOCK ALGONQUIN PKY                                     ,LOUISVILLE,40208,40185
80-21-042313,2021-07-20 19:00:00,2021-07-15 18:00:00,8373            ,THEFT/LARCENY,TBUT OR DISP FIREARM,23H,PART I,COMPLETED,2ND DIVISION,223,RESIDENCE / HOME                             ,700 BLOCK S 31ST ST                                         ,LOUISVILLE,40211,40186
80-21-042091,2021-07-19 20:48:00,2021-07-17 11:53:00,5155            ,THEFT/LARCENY,"TBUT OR DISP SHOPLIFTING $500 OR >  BUT < $10,000",23C,PART I,COMPLETED,8TH DIVISION,812,CONVENIENCE STORE                            ,10300 BLOCK WESTPORT RD                                     ,LOUISVILLE,40241,40187
80-21-041711,2021-07-18 06:11:00,2021-07-18 06:06:00,5141            ,ASSAULT,WANTON ENDANGERMENT-1ST DEGREE,13A,PART I,COMPLETED,7TH DIVISION,735,RESIDENCE / HOME                             ,1300 BLOCK BATES AVE                                        ,LOUISVILLE,40219,40188
80-21-042149,2021-07-20 04:40:00,2021-07-20 04:13:00,5189            ,VEHICLE BREAK-IN/THEFT,TBUT OR DISP PARTS FROM VEHICLE < $500,23G,PART I,ATTEMPTED,6TH DIVISION,612,AUTO DEALERSHIP (NEW OR USED)                ,5100 BLOCK PRESTON HWY                                      ,LOUISVILLE,40213,40189
80-21-042198,2021-07-20 10:51:00,2021-07-18 16:00:00,8358            ,THEFT/LARCENY,TBUT OR DISP FIREARM,23H,PART I,COMPLETED,7TH DIVISION,735,RESIDENCE / HOME                             ,5200 BLOCK LOWERFIELD DR                                    ,LOUISVILLE,40219,40190
80-21-042198,2021-07-20 10:51:00,2021-07-18 16:00:00,8358            ,VEHICLE BREAK-IN/THEFT,TBUT OR DISP CONTENTS FROM VEH < $500,23F,PART I,COMPLETED,7TH DIVISION,735,RESIDENCE / HOME                             ,5200 BLOCK LOWERFIELD DR                                    ,LOUISVILLE,40219,40191
80-21-042199,2021-07-16 05:35:00,2021-07-16 05:32:00,888880          ,ARSON,ARSON - 2ND DEGREE,200,PART II,COMPLETED,6TH DIVISION,625,PARKING LOT / GARAGE                         ,100 BLOCK BRECKINRIDGE SQ                                   ,LOUISVILLE,40220,40192
80-21-042200,2021-07-20 11:00:00,2021-06-15 20:00:00,8440            ,THEFT/LARCENY,TBUT OR DISP FROM BUILDING < $500,23D,PART I,COMPLETED,6TH DIVISION,625,RESIDENCE / HOME                             ,3600 BLOCK STANTON BLVD                                     ,LOUISVILLE,40220,40193
80-21-042201,2021-07-20 11:07:00,2021-07-20 00:00:00,4354            ,FRAUD,THEFT OF IDENTITY OF ANOTHER WITHOUT CONSENT,26C,PART II,COMPLETED,5TH DIVISION,513,RESIDENCE / HOME                             ,1800 BLOCK SILS AVE                                         ,LOUISVILLE,40205,40194
80-21-042202,2021-07-20 11:10:00,2021-07-20 10:10:00,9553            ,VEHICLE BREAK-IN/THEFT,"TBUT OR DISP CONTENTS FROM VEH $500 OR > BUT < $10,000",23F,PART I,COMPLETED,2ND DIVISION,236,PARKING LOT / GARAGE                         ,3400 BLOCK KRAMERS LN                                       ,LOUISVILLE,40216,40195
80-21-042203,2021-07-20 10:55:00,2021-07-20 10:50:00,5301            ,OTHER,DOMESTIC ABUSE DUTIES OF LAW ENFORCEMENT,90Z,PART II,COMPLETED,4TH DIVISION,412,RESIDENCE / HOME                             ,600 BLOCK E ST CATHERINE ST                                 ,LOUISVILLE,40203,40196
80-21-042204,2021-07-20 11:16:00,2021-07-12 12:56:00,9553            ,THEFT/LARCENY,"THEFT BY DECEPTION-INCL COLD CHECKS U/$10,000",23H,PART I,COMPLETED,7TH DIVISION,724,"SPECIALTY STORE (TV, FUR, ETC)               ",9800 BLOCK PRESTON CROSSING BLVD                            ,LOUISVILLE,40229,40197
80-21-042205,2021-07-20 11:19:00,2021-06-26 21:11:00,7347            ,THEFT/LARCENY,TBUT OR DISP SHOPLIFTING < $500,23C,PART I,COMPLETED,8TH DIVISION,811,DEPARTMENT / DISCOUNT STORE                  ,4900 BLOCK NORTON HEALTHCARE BLVD                           ,LOUISVILLE,40241,40198
80-21-042206,2021-07-20 11:21:00,2021-06-28 13:21:00,9553            ,THEFT/LARCENY,"TBUT OR DISP SHOPLIFTING $500 OR >  BUT < $10,000",23C,PART I,COMPLETED,7TH DIVISION,724,"SPECIALTY STORE (TV, FUR, ETC)               ",9800 BLOCK PRESTON CROSSING BLVD                            ,LOUISVILLE,40229,40199
80-21-042207,2021-07-20 11:24:00,2021-07-15 20:00:00,8440            ,MOTOR VEHICLE THEFT,"TBUT OR DISP AUTO > $10,000 BUT < $1,000,000",240,PART I,COMPLETED,4TH DIVISION,435,RESIDENCE / HOME                             ,4500 BLOCK SANDERS LN                                       ,LOUISVILLE,40216,40200
80-21-042208,2021-07-20 11:24:00,2021-07-05 15:00:00,4354            ,THEFT/LARCENY,TBUT OR DISP BICYCLES U/$500,23H,PART I,COMPLETED,3RD DIVISION,331,PARKING LOT / GARAGE                         ,7100 BLOCK RAGGARD RD                                       ,LOUISVILLE,40216,40201
80-21-501024,2021-07-13 17:12:00,2021-07-13 00:00:00,8358            ,VEHICLE BREAK-IN/THEFT,"TBUT OR DISP CONTENTS FROM VEH $500 OR > BUT < $10,000",23F,PART I,COMPLETED,4TH DIVISION,424,PARKING LOT / GARAGE                         ,700 BLOCK PHILLIPS LN                                       ,LOUISVILLE,40209,40202
80-21-501025,2021-07-20 10:15:00,2021-07-01 10:10:00,8358            ,THEFT/LARCENY,THEFT OF MAIL MATTER,23H,PART I,COMPLETED,4TH DIVISION,411,OTHER RESIDENCE (APARTMENT/CONDO)            ,1200 BLOCK S BROOK ST                                       ,LOUISVILLE,40203,40203
