INCIDENT_NUMBER,DATE_REPORTED,DATE_OCCURED,BADGE_ID,CRIME_TYPE,UOR_DESC,NIBRS_CODE,UCR_HIERARCHY,ATT_COMP,LMPD_DIVISION,LMPD_BEAT,PREMISE_TYPE,BLOCK_ADDRESS,City,ZIP_CODE,ObjectId
80-22-034160,2022-06-19 05:24:00,2022-06-19 05:20:00,5413            ,ASSAULT,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) MINOR INJURY,13B,PART II,COMPLETED,4TH DIVISION,423,RESIDENCE / HOME                             ,1000 BLOCK EUCLID AVE                                       ,LOUISVILLE,40208,32747
80-22-034162,2022-06-19 06:28:00,2022-06-19 06:20:00,7277            ,OTHER,DOMESTIC ABUSE DUTIES OF LAW ENFORCEMENT,90Z,PART II,COMPLETED,3RD DIVISION,315,RESIDENCE / HOME                             ,6300 BLOCK RIVERDALE RD                                     ,LOUISVILLE,40272,32748
80-22-034163,2022-06-19 07:15:00,2022-06-18 13:10:00,8142            ,BURGLARY,BURGLARY - 3RD DEGREE,220,PART I,COMPLETED,1ST DIVISION,134,COMMERCIAL / OFFICE BUILDING                 ,1000 BLOCK E MAIN ST                                        ,LOUISVILLE,40206,32749
80-22-034164,2022-06-19 06:03:00,2022-06-19 06:00:00,7426            ,ASSAULT,MENACING,13C,PART II,COMPLETED,4TH DIVISION,424,HIGHWAY / ROAD / ALLEY                       ,2700 BLOCK S FLOYD ST                                       ,LOUISVILLE,40209,32750
80-22-034165,2022-06-19 07:16:00,2022-06-19 06:16:00,5186            ,BURGLARY,BURGLARY - 2ND DEGREE,220,PART I,COMPLETED,4TH DIVISION,423,RESIDENCE / HOME                             ,3200 BLOCK UTAH AVE                                         ,LOUISVILLE,40215,32751
80-22-034166,2022-06-19 07:59:00,2022-06-19 06:10:00,8173            ,OTHER,PROPERTY LOST OR ABANDONED NON CRIMINAL,90Z,PART II,COMPLETED,7TH DIVISION,724,PARK / PLAYGROUND                            ,@MCNEELY LAKE PARK                                          ,LOUISVILLE,40229,32752
80-22-034167,2022-06-19 08:25:00,2022-06-18 18:00:00,8499            ,VEHICLE BREAK-IN/THEFT,TBUT OR DISP CONTENTS FROM VEH,23F,PART I,ATTEMPTED,2ND DIVISION,234,HIGHWAY / ROAD / ALLEY                       ,3300 BLOCK DUVALLE DR                                       ,LOUISVILLE,40211,32753
80-22-034168,2022-06-19 08:46:00,2022-06-17 16:00:00,8173            ,VEHICLE BREAK-IN/THEFT,TBUT OR DISP CONTENTS FROM VEH,23F,PART I,ATTEMPTED,4TH DIVISION,411,PARKING LOT / GARAGE                         ,900 BLOCK S 5TH ST                                          ,LOUISVILLE,40203,32754
80-22-034169,2022-06-19 08:42:00,2022-06-18 23:00:00,8402            ,VEHICLE BREAK-IN/THEFT,TBUT OR DISP CONTENTS FROM VEH,23F,PART I,COMPLETED,3RD DIVISION,331,RESIDENCE / HOME                             ,6800 BLOCK HILL PEAK CT                                     ,LOUISVILLE,40214,32755
80-22-034170,2022-06-19 09:05:00,2022-06-18 17:00:00,8173            ,VEHICLE BREAK-IN/THEFT,"TBUT OR DISP CONTENTS FROM VEH $1,000 < $10,000",23F,PART I,COMPLETED,8TH DIVISION,812,PARKING LOT / GARAGE                         ,9100 BLOCK COX CT                                           ,LOUISVILLE,40241,32756
80-22-034171,2022-06-19 08:56:00,2022-06-19 08:07:00,5180            ,OTHER,DOMESTIC ABUSE DUTIES OF LAW ENFORCEMENT,90Z,PART II,COMPLETED,4TH DIVISION,436,RESIDENCE / HOME                             ,700 BLOCK BROOKLINE AVE                                     ,LOUISVILLE,40214,32757
80-22-034172,2022-06-19 09:15:00,2022-06-18 12:00:00,8402            ,BURGLARY,BURGLARY - 3RD DEGREE,220,PART I,COMPLETED,6TH DIVISION,625,CHURCH / SYNAGOGUE / TEMPLE                  ,3700 BLOCK BARDSTOWN RD                                     ,LOUISVILLE,40218,32758
80-22-034173,2022-06-19 09:25:00,2022-06-19 01:00:00,8173            ,THEFT/LARCENY,"TBUT OR DISP ALL OTHERS $1,000 < $10,000",23H,PART I,COMPLETED,6TH DIVISION,613,PARKING LOT / GARAGE                         ,1300 BLOCK GARDINER LN                                      ,LOUISVILLE,40213,32759
80-22-034174,2022-06-19 09:47:00,2022-06-18 21:29:00,8142            ,THEFT/LARCENY,"THEFT BY DECEPTION INCLUDING COLD CHECKS $1,000 < $10,000",23H,PART I,COMPLETED,8TH DIVISION,812,DRUG STORE/DR`S OFFICE/HOSPITAL              ,2300 BLOCK LIME KILN LN                                     ,LOUISVILLE,40222,32760
80-22-034175,2022-06-19 09:26:00,2021-04-01 09:26:00,7244            ,BURGLARY,BURGLARY - 1ST DEGREE,220,PART I,COMPLETED,3RD DIVISION,315,RESIDENCE / HOME                             ,8200 BLOCK KERRY RD                                         ,LOUISVILLE,40258,32761
80-22-034176,2022-06-19 10:02:00,2022-06-19 10:00:00,5436            ,ASSAULT,HARASSMENT - PHYSICAL CONTACT - NO INJURY,13B,PART II,COMPLETED,4TH DIVISION,435,RESIDENCE / HOME                             ,3900 BLOCK CRAIG AVE                                        ,LOUISVILLE,40215,32762
80-22-034176,2022-06-19 10:02:00,2022-06-19 10:00:00,5436            ,BURGLARY,BURGLARY - 2ND DEGREE,220,PART I,COMPLETED,4TH DIVISION,435,RESIDENCE / HOME                             ,3900 BLOCK CRAIG AVE                                        ,LOUISVILLE,40215,32763
80-22-034177,2022-06-19 10:27:00,2022-06-19 05:00:00,2013            ,OTHER,MISSING PERSONS,90Z,PART II,COMPLETED,8TH DIVISION,815,RESIDENCE / HOME                             ,7700 BLOCK UPTON OXMOOR LN                                  ,LOUISVILLE,40222,32764
80-22-034178,2022-06-19 10:07:00,2022-06-19 10:00:00,7232            ,FRAUD,OBSCURING THE IDENTITY OF A MACHINE U/$500,250,PART II,COMPLETED,3RD DIVISION,322,HIGHWAY / ROAD / ALLEY                       ,5500 BLOCK NEW CUT RD                                       ,LOUISVILLE,40214,32765
80-22-034178,2022-06-19 10:07:00,2022-06-19 10:00:00,7232            ,DRUGS/ALCOHOL VIOLATIONS,DRUG PARAPHERNALIA - BUY/POSSESS,35B,PART II,COMPLETED,3RD DIVISION,322,HIGHWAY / ROAD / ALLEY                       ,5500 BLOCK NEW CUT RD                                       ,LOUISVILLE,40214,32766
80-22-034238,2022-06-19 17:35:00,2022-06-18 20:00:00,7232            ,OTHER,MISSING PERSONS,90Z,PART II,COMPLETED,3RD DIVISION,322,RESIDENCE / HOME                             ,2100 BLOCK CARDINAL WOODS DR                                ,LOUISVILLE,40214,32767
80-22-034239,2022-06-19 16:31:00,2022-06-19 16:31:00,7236            ,OTHER,SUICIDE,999,PART II,COMPLETED,3RD DIVISION,331,RESIDENCE / HOME                             ,2400 BLOCK PADDOCK LN                                       ,LOUISVILLE,40216,32768
80-22-034240,2022-06-19 18:31:00,2022-06-14 09:00:00,8349            ,VEHICLE BREAK-IN/THEFT,THEFT OF MOTOR VEHICLE REGISTRATION PLATE/DECAL,23G,PART I,COMPLETED,8TH DIVISION,811,RESIDENCE / HOME                             ,3100 BLOCK STONEBRIDGE RD                                   ,LOUISVILLE,40241,32769
80-22-034241,2022-06-19 18:16:00,2022-06-19 17:16:00,5436            ,ASSAULT,ASSAULT - 4TH DEGREE (NO VISIBLE INJURY),13B,PART II,COMPLETED,3RD DIVISION,322,GROCERY / SUPERMARKET                        ,5600 BLOCK S 3RD ST                                         ,LOUISVILLE,40214,32770
80-22-034242,2022-06-19 19:01:00,2022-06-17 15:33:00,8249            ,OTHER,PROPERTY LOST OR ABANDONED NON CRIMINAL,90Z,PART II,COMPLETED,3RD DIVISION,322,BANK / SAVINGS & LOAN                        ,5500 BLOCK NEW CUT RD                                       ,LOUISVILLE,40214,32771
80-22-034243,2022-06-19 18:58:00,2022-06-19 09:00:00,8349            ,THEFT/LARCENY,THEFT OF PROP MISLAID OR DELIVER BY IMISTAKE,23H,PART I,COMPLETED,1ST DIVISION,112,DEPARTMENT / DISCOUNT STORE                  ,2800 BLOCK W BROADWAY                                       ,LOUISVILLE,40211,32772
80-22-034244,2022-06-19 19:21:00,2022-06-18 21:00:00,8249            ,VANDALISM,CRIMINAL MISCHIEF-2ND DEGREE,290,PART II,COMPLETED,3RD DIVISION,316,RESIDENCE / HOME                             ,12100 BLOCK E ORELL RD                                      ,LOUISVILLE,40272,32773
80-22-034245,2022-06-19 19:00:00,2022-06-19 19:00:00,5273            ,OTHER,RECOVERY OF STOLEN VEHICLE-OUT OF JURISDICTION,999,,COMPLETED,2ND DIVISION,236,HIGHWAY / ROAD / ALLEY                       ,2600 BLOCK ACCASIA DR                                       ,LOUISVILLE,40216,32774
80-22-034246,2022-06-19 19:06:00,2022-06-19 18:45:00,7489            ,ASSAULT,ASSAULT - 4TH DEGREE (NO VISIBLE INJURY),13B,PART II,COMPLETED,2ND DIVISION,211,RESIDENCE / HOME                             ,600 BLOCK S 38TH ST                                         ,LOUISVILLE,40211,32775
80-22-034247,2022-06-19 19:38:00,2022-06-19 18:38:00,7264            ,ASSAULT,WANTON ENDANGERMENT-1ST DEGREE,13A,PART I,COMPLETED,3RD DIVISION,315,RESIDENCE / HOME                             ,7700 BLOCK EDNA M RD                                        ,LOUISVILLE,40258,32776
80-22-034248,2022-06-19 19:56:00,2022-06-19 18:00:00,8454            ,OTHER,LEAVING SCENE OF ACCIDENT/FAILURE TO RENDER AID OR ASSISTANC,999,,COMPLETED,5TH DIVISION,521,HIGHWAY / ROAD / ALLEY                       ,BROWNSBORO RD / HILLCREST AVE                               ,LOUISVILLE,40206,32777
80-22-034249,2022-06-19 19:06:00,2022-06-19 18:45:00,7489            ,VANDALISM,CRIMINAL MISCHIEF-3RD DEGREE,290,PART II,COMPLETED,2ND DIVISION,211,RESIDENCE / HOME                             ,600 BLOCK S 38TH ST                                         ,LOUISVILLE,40211,32778
80-22-034250,2022-06-19 19:59:00,2022-06-12 15:00:00,8249            ,MOTOR VEHICLE THEFT,"TBUT OR DISP AUTO $1,000 < $10,000",240,PART I,COMPLETED,1ST DIVISION,111,OTHER RESIDENCE (APARTMENT/CONDO)            ,2600 BLOCK MONTGOMERY ST                                    ,LOUISVILLE,40212,32779
80-22-034251,2022-06-19 19:51:00,2022-06-19 19:45:00,5275            ,OTHER,DOMESTIC ABUSE DUTIES OF LAW ENFORCEMENT,90Z,PART II,COMPLETED,1ST DIVISION,111,RESIDENCE / HOME                             ,2600 BLOCK NORTHWESTERN PKY                                 ,LOUISVILLE,40212,32780
80-22-034252,2022-06-19 19:43:00,2022-06-19 19:42:00,5410            ,OTHER,DOMESTIC ABUSE DUTIES OF LAW ENFORCEMENT,90Z,PART II,COMPLETED,7TH DIVISION,736,RESIDENCE / HOME                             ,2900 BLOCK FERN VALLEY RD                                   ,LOUISVILLE,40213,32781
80-22-034253,2022-06-19 19:57:00,2022-06-19 19:42:00,5437            ,OTHER,DOMESTIC ABUSE DUTIES OF LAW ENFORCEMENT,90Z,PART II,COMPLETED,5TH DIVISION,521,OTHER RESIDENCE (APARTMENT/CONDO)            ,100 BLOCK WILLIAM ST                                        ,LOUISVILLE,40206,32782
80-22-034255,2022-06-19 20:40:00,2022-06-19 16:30:00,8454            ,VEHICLE BREAK-IN/THEFT,THEFT OF MOTOR VEHICLE REGISTRATION PLATE/DECAL,23G,PART I,COMPLETED,3RD DIVISION,322,PARKING LOT / GARAGE                         ,7700 BLOCK BROOKVIEW DR                                     ,LOUISVILLE,40214,32783
80-22-034256,2022-06-19 20:29:00,2022-06-19 20:00:00,7904            ,ASSAULT,HARASSMENT - PHYSICAL CONTACT - NO INJURY,13B,PART II,COMPLETED,1ST DIVISION,135,OTHER RESIDENCE (APARTMENT/CONDO)            ,400 BLOCK E MUHAMMAD ALI BLVD                               ,LOUISVILLE,40202,32784
80-22-034257,2022-06-19 20:03:00,2022-06-19 20:03:00,7426            ,OTHER,RECOVERY OF STOLEN VEHICLE-OUT OF JURISDICTION,999,,COMPLETED,4TH DIVISION,423,HIGHWAY / ROAD / ALLEY                       ,S 5TH ST / BRENTWOOD AVE                                    ,LOUISVILLE,40214,32785
80-22-034258,2022-06-19 21:06:00,2022-06-19 20:46:00,5429            ,ASSAULT,HARASSMENT - PHYSICAL CONTACT - NO INJURY,13B,PART II,COMPLETED,4TH DIVISION,412,RESIDENCE / HOME                             ,600 BLOCK E KENTUCKY ST                                     ,LOUISVILLE,40203,32786
80-22-034260,2022-06-19 20:56:00,2022-06-19 20:56:00,5379            ,ASSAULT,VIOLATION OF KENTUCKY EPO/DVO,90F,PART II,COMPLETED,4TH DIVISION,423,RESIDENCE / HOME                             ,1500 BLOCK LARCHMONT AVE                                    ,LOUISVILLE,40215,32787
80-22-034261,2022-06-19 21:30:00,2022-06-19 20:58:00,7496            ,OTHER,DEATH INVESTIGATION  (OVERDOSE),999,,COMPLETED,1ST DIVISION,123,FIELD / WOODS                                ,W MARKET ST / ROY WILKINS AVE                               ,LOUISVILLE,40202,32788
80-22-034263,2022-06-19 21:56:00,2022-06-19 21:19:00,7408            ,OTHER,DOMESTIC ABUSE DUTIES OF LAW ENFORCEMENT,90Z,PART II,COMPLETED,4TH DIVISION,412,RESIDENCE / HOME                             ,900 BLOCK KESWICK BLVD                                      ,LOUISVILLE,40217,32789
80-22-034264,2022-06-19 21:30:00,2022-06-19 20:30:00,5223            ,ASSAULT,WANTON ENDANGERMENT-1ST DEGREE,13A,PART I,COMPLETED,3RD DIVISION,331,RESIDENCE / HOME                             ,5500 BLOCK MCDEANE RD                                       ,LOUISVILLE,40216,32790
80-22-034265,2022-06-19 20:06:00,2022-06-16 08:00:00,5181            ,OTHER,MISSING PERSONS,90Z,PART II,COMPLETED,2ND DIVISION,223,RESIDENCE / HOME                             ,800 BLOCK S 31ST ST                                         ,LOUISVILLE,40211,32791
80-22-034266,2022-06-19 21:52:00,2022-06-19 20:52:00,5413            ,THEFT/LARCENY,TBUT OR DISP ALL OTHERS,23H,PART I,COMPLETED,4TH DIVISION,423,RESTAURANT                                   ,DRESDEN AVE / TAYLOR BLVD                                   ,LOUISVILLE,40215,32792
80-22-034267,2022-06-19 21:48:00,2022-06-19 20:48:00,5405            ,ASSAULT,ASSAULT - 4TH DEGREE (MINOR INJURY),13B,PART II,COMPLETED,4TH DIVISION,435,RESIDENCE / HOME                             ,4900 BLOCK MANSLICK RD                                      ,LOUISVILLE,40216,32793
80-22-034268,2022-06-19 20:33:00,2022-06-19 18:30:00,7861            ,ASSAULT,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) MINOR INJURY,13B,PART II,COMPLETED,6TH DIVISION,625,OTHER RESIDENCE (APARTMENT/CONDO)            ,3500 BLOCK BROCKTON LN                                      ,LOUISVILLE,40220,32794
80-22-034268,2022-06-19 20:33:00,2022-06-19 18:30:00,7861            ,ASSAULT,TERRORISTIC THREATENING 3RD DEGREE,13C,PART II,COMPLETED,6TH DIVISION,625,OTHER RESIDENCE (APARTMENT/CONDO)            ,3500 BLOCK BROCKTON LN                                      ,LOUISVILLE,40220,32795
80-22-034268,2022-06-19 20:33:00,2022-06-19 18:30:00,7861            ,ASSAULT,STRANGULATION 1ST DEGREE,13A,PART I,COMPLETED,6TH DIVISION,625,OTHER RESIDENCE (APARTMENT/CONDO)            ,3500 BLOCK BROCKTON LN                                      ,LOUISVILLE,40220,32796
80-22-034269,2022-06-19 21:29:00,2022-06-19 21:29:00,5409            ,DRUGS/ALCOHOL VIOLATIONS,POSS CONT SUB-1ST DEGREE-1ST OFFENSE-HEROIN,35A,PART II,COMPLETED,4TH DIVISION,423,HIGHWAY / ROAD / ALLEY                       ,1100 BLOCK TENNESSEE AVE                                    ,LOUISVILLE,40208,32797
80-22-034269,2022-06-19 21:29:00,2022-06-19 21:29:00,5409            ,DRUGS/ALCOHOL VIOLATIONS,POSS CONTROLLED SUB 1ST DEGREE 1ST OFF (METHAMPHETAMINE),35A,PART II,COMPLETED,4TH DIVISION,423,HIGHWAY / ROAD / ALLEY                       ,1100 BLOCK TENNESSEE AVE                                    ,LOUISVILLE,40208,32798
80-22-034270,2022-06-19 21:55:00,2022-06-19 20:44:00,5443            ,ASSAULT,ASSAULT - 4TH DEGREE (MINOR INJURY),13B,PART II,COMPLETED,7TH DIVISION,736,RESTAURANT                                   ,8100 BLOCK PRESTON HWY                                      ,LOUISVILLE,40219,32799
80-22-034270,2022-06-19 21:55:00,2022-06-19 20:44:00,5443            ,ASSAULT,WANTON ENDANGERMENT-1ST DEGREE,13A,PART I,COMPLETED,7TH DIVISION,736,RESTAURANT                                   ,8100 BLOCK PRESTON HWY                                      ,LOUISVILLE,40219,32800
80-22-034481,2022-06-20 21:37:00,2022-06-20 21:32:00,7291            ,ASSAULT,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) MINOR INJURY,13B,PART II,COMPLETED,4TH DIVISION,424,RESIDENCE / HOME                             ,100 BLOCK CENTRAL AVE                                       ,LOUISVILLE,40209,32801
80-22-034483,2022-06-20 22:45:00,2022-06-18 02:00:00,5136            ,OTHER,MISSING PERSONS,90Z,PART II,COMPLETED,3RD DIVISION,334,RESIDENCE / HOME                             ,8000 BLOCK 3RD STREET RD                                    ,LOUISVILLE,40214,32802
80-22-034484,2022-06-20 22:47:00,2022-06-17 12:00:00,8349            ,THEFT/LARCENY,TBUT OR DISP FIREARM,23H,PART I,COMPLETED,6TH DIVISION,624,RESIDENCE / HOME                             ,5300 BLOCK SHEPHERDSVILLE RD                                ,LOUISVILLE,40228,32803
80-22-034485,2022-06-20 22:40:00,2022-06-20 22:25:00,7309            ,ASSAULT,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) MINOR INJURY,13B,PART II,COMPLETED,2ND DIVISION,212,RESIDENCE / HOME                             ,3800 BLOCK HALE AVE                                         ,LOUISVILLE,40211,32804
80-22-034486,2022-06-20 22:46:00,2022-06-20 22:30:00,5211            ,OTHER,MISSING PERSONS,90Z,PART II,COMPLETED,3RD DIVISION,316,RESIDENCE / HOME                             ,2700 BLOCK SPRINGVIEW CT                                    ,LOUISVILLE,40272,32805
80-22-034487,2022-06-20 22:41:00,2022-06-20 22:30:00,5348            ,ASSAULT,ASSAULT - 2ND DEGREE,13A,PART I,COMPLETED,1ST DIVISION,135,FIELD / WOODS                                ,BAXTER AVE / E LIBERTY ST                                   ,LOUISVILLE,40204,32806
80-22-034490,2022-06-20 23:20:00,2022-06-20 22:00:00,7415            ,OTHER,MISSING PERSONS,90Z,PART II,COMPLETED,7TH DIVISION,735,RESIDENCE / HOME                             ,4900 BLOCK MILE OF SUNSHINE DR                              ,LOUISVILLE,40219,32807
80-22-034491,2022-06-20 23:15:00,2022-06-20 22:22:00,5196            ,ASSAULT,WANTON ENDANGERMENT-1ST DEGREE,13A,PART I,COMPLETED,4TH DIVISION,423,RESIDENCE / HOME                             ,2300 BLOCK NICHOLS VIEW CT                                  ,LOUISVILLE,40215,32808
80-22-034492,2022-06-20 23:27:00,2022-06-20 22:41:00,5298            ,THEFT/LARCENY,"TBUT OR DISP ALL OTHERS $500 < $1,000",23H,PART I,COMPLETED,2ND DIVISION,211,HIGHWAY / ROAD / ALLEY                       ,4400 BLOCK RIVER PARK DR                                    ,LOUISVILLE,40211,32809
80-22-034493,2022-06-20 23:25:00,2022-06-20 23:17:00,5317            ,OTHER,DOMESTIC ABUSE DUTIES OF LAW ENFORCEMENT,90Z,PART II,COMPLETED,6TH DIVISION,611,RESIDENCE / HOME                             ,700 BLOCK PARKWAY DR                                        ,LOUISVILLE,40217,32810
80-22-034595,2022-06-21 13:31:00,2022-06-20 21:00:00,8373            ,VEHICLE BREAK-IN/THEFT,TBUT OR DISP CONTENTS FROM VEH,23F,PART I,COMPLETED,7TH DIVISION,736,PARKING LOT / GARAGE                         ,9000 BLOCK NAPA VALLEY CT                                   ,LOUISVILLE,40219,32811
80-22-034699,2022-06-21 19:41:00,2022-06-20 23:00:00,5212            ,MOTOR VEHICLE THEFT,"TBUT OR DISP AUTO $1,000 < $10,000",240,PART I,COMPLETED,3RD DIVISION,331,RESIDENCE / HOME                             ,3200 BLOCK BRIDWELL DR                                      ,LOUISVILLE,40216,32812
80-22-034807,2022-06-22 09:10:00,2022-06-18 16:00:00,8373            ,THEFT/LARCENY,"TBUT OR DISP ALL OTHERS $1,000 < $10,000",23H,PART I,COMPLETED,5TH DIVISION,512,RESIDENCE / HOME                             ,1200 BLOCK CHEROKEE RD                                      ,LOUISVILLE,40204,32813
80-22-034538,2022-06-21 09:44:00,2022-06-13 13:00:00,7947            ,SEX CRIMES,SODOMY - 1ST DEGREE - VICTIM U/12 YEARS OF AGE,11B,PART I,COMPLETED,METRO LOUISVILLE,PRO,RESIDENCE / HOME                             ,6900 BLOCK TIMBER RIDGE CT                                  ,PROSPECT,40059,32814
80-22-034862,2022-06-22 11:15:00,2022-06-22 11:10:00,5039            ,OTHER,DOMESTIC ABUSE DUTIES OF LAW ENFORCEMENT,90Z,PART II,COMPLETED,2ND DIVISION,223,RESIDENCE / HOME                             ,1800 BLOCK OSAGE AVE                                        ,LOUISVILLE,40210,32815
80-22-034494,2022-06-20 23:25:00,2022-06-18 17:00:00,5373            ,VANDALISM,CRIMINAL MISCHIEF-2ND DEGREE,290,PART II,COMPLETED,4TH DIVISION,411,RESIDENCE / HOME                             ,700 BLOCK S 2ND ST                                          ,LOUISVILLE,40202,32816
80-22-034494,2022-06-20 23:25:00,2022-06-18 17:00:00,5373            ,MOTOR VEHICLE THEFT,TBUT OR DISP AUTO,240,PART I,ATTEMPTED,4TH DIVISION,411,RESIDENCE / HOME                             ,700 BLOCK S 2ND ST                                          ,LOUISVILLE,40202,32817
80-22-034495,2022-06-20 23:43:00,2022-06-16 17:00:00,8474            ,MOTOR VEHICLE THEFT,"TBUT OR DISP AUTO $1,000 < $10,000",240,PART I,COMPLETED,3RD DIVISION,323,RESIDENCE / HOME                             ,10200 BLOCK BEAU BRUMMELL DR                                ,LOUISVILLE,40118,32818
80-22-034496,2022-06-20 23:39:00,2022-06-20 22:39:00,5293            ,BURGLARY,BURGLARY - 2ND DEGREE,220,PART I,COMPLETED,3RD DIVISION,322,RESIDENCE / HOME                             ,300 BLOCK KILMORY AVE                                       ,LOUISVILLE,40214,32819
80-22-034498,2022-06-20 22:47:00,2022-06-20 20:20:00,5348            ,ASSAULT,KIDNAPPING-ADULT,100,PART II,COMPLETED,1ST DIVISION,135,DRUG STORE/DR`S OFFICE/HOSPITAL              ,500 BLOCK S JACKSON ST                                      ,LOUISVILLE,40202,32820
80-22-034499,2022-06-21 00:30:00,2022-06-21 00:15:00,5165            ,ASSAULT,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) MINOR INJURY,13B,PART II,COMPLETED,6TH DIVISION,612,RESIDENCE / HOME                             ,6000 BLOCK ORVILLE DR                                       ,LOUISVILLE,40213,32821
80-22-034499,2022-06-21 00:30:00,2022-06-21 00:15:00,5165            ,ASSAULT,STRANGULATION 1ST DEGREE,13A,PART I,COMPLETED,6TH DIVISION,612,RESIDENCE / HOME                             ,6000 BLOCK ORVILLE DR                                       ,LOUISVILLE,40213,32822
80-22-034500,2022-06-21 01:07:00,2022-06-21 01:02:00,5412            ,ASSAULT,HARASSMENT - PHYSICAL CONTACT - NO INJURY,13B,PART II,COMPLETED,2ND DIVISION,223,RESIDENCE / HOME                             ,1500 BLOCK W ST CATHERINE ST                                ,LOUISVILLE,40210,32823
80-22-034501,2022-06-21 01:01:00,2022-06-21 00:30:00,5165            ,ASSAULT,HARASSMENT (NO PHYSICAL CONTACT),13C,PART II,COMPLETED,6TH DIVISION,612,RESIDENCE / HOME                             ,5900 BLOCK EMMALEE DR                                       ,LOUISVILLE,40219,32824
80-22-034502,2022-06-20 20:30:00,2022-06-20 20:17:00,5196            ,ASSAULT,VIOLATION OF KENTUCKY EPO/DVO,90F,PART II,COMPLETED,4TH DIVISION,423,RESIDENCE / HOME                             ,3600 BLOCK WOODRUFF AVE                                     ,LOUISVILLE,40215,32825
80-22-034503,2022-06-21 01:19:00,2022-06-21 00:30:00,5373            ,ASSAULT,ASSAULT - 4TH DEGREE (NO VISIBLE INJURY),13B,PART II,COMPLETED,4TH DIVISION,411,HIGHWAY / ROAD / ALLEY                       ,S 6TH ST / W MAGNOLIA AVE                                   ,LOUISVILLE,40208,32826
80-22-034504,2022-06-21 01:11:00,2022-06-21 01:00:00,5182            ,OTHER,DOMESTIC ABUSE DUTIES OF LAW ENFORCEMENT,90Z,PART II,COMPLETED,6TH DIVISION,624,RESIDENCE / HOME                             ,4600 BLOCK FEGENBUSH LN                                     ,LOUISVILLE,40228,32827
80-22-034506,2022-06-21 01:37:00,2022-06-21 01:35:00,7040            ,ASSAULT,HARASSMENT - PHYSICAL CONTACT - NO INJURY,13B,PART II,COMPLETED,4TH DIVISION,435,RESIDENCE / HOME                             ,4400 BLOCK YOLANDA DR                                       ,LOUISVILLE,40216,32828
80-22-034761,2022-06-22 02:01:00,2022-06-22 01:01:00,5196            ,BURGLARY,BURGLARY - 2ND DEGREE,220,PART I,COMPLETED,4TH DIVISION,423,RESIDENCE / HOME                             ,800 BLOCK W WHITNEY AVE                                     ,LOUISVILLE,40215,32829
80-22-034638,2022-06-21 16:00:00,2022-06-18 21:38:00,8440            ,THEFT/LARCENY,THEFT OF PROP MISLAID OR DELIVER BY IMISTAKE $500 < $1000,23H,PART I,COMPLETED,3RD DIVISION,334,LIQUOR STORE                                 ,3900 BLOCK E PAGES LN                                       ,LOUISVILLE,40272,32830
80-22-034507,2022-06-21 02:49:00,2022-06-21 02:13:00,5298            ,THEFT/LARCENY,TBUT OR DISP ALL OTHERS,23H,PART I,COMPLETED,2ND DIVISION,211,RESIDENCE / HOME                             ,300 BLOCK CECIL AVE                                         ,LOUISVILLE,40212,32831
80-22-034509,2022-06-21 02:35:00,2022-06-21 02:28:00,5158            ,OTHER,DOMESTIC ABUSE DUTIES OF LAW ENFORCEMENT,90Z,PART II,COMPLETED,1ST DIVISION,111,RESIDENCE / HOME                             ,1900 BLOCK DUNCAN ST                                        ,LOUISVILLE,40203,32832
80-22-034510,2022-06-21 03:17:00,2022-06-21 03:00:00,5122            ,OTHER,DOMESTIC ABUSE DUTIES OF LAW ENFORCEMENT,90Z,PART II,COMPLETED,1ST DIVISION,112,RESIDENCE / HOME                             ,2200 BLOCK W JEFFERSON ST                                   ,LOUISVILLE,40212,32833
80-22-034511,2022-06-21 03:47:00,2022-06-17 17:00:00,8474            ,MOTOR VEHICLE THEFT,UNAUTHORIZED USE OF MOTOR VEHICLE 1ST OFFENSE,240,PART I,COMPLETED,4TH DIVISION,424,RESIDENCE / HOME                             ,4300 BLOCK S 3RD ST                                         ,LOUISVILLE,40214,32834
80-22-034512,2022-06-21 04:04:00,2022-06-21 00:00:00,7369            ,MOTOR VEHICLE THEFT,"TBUT OR DISP AUTO $10,000 < $1,000,000",240,PART I,COMPLETED,8TH DIVISION,811,PARKING LOT / GARAGE                         ,4300 BLOCK BROWNSBORO GLEN RD                               ,LOUISVILLE,40241,32835
80-22-034513,2022-06-21 04:11:00,2022-06-21 04:00:00,5212            ,ROBBERY,ROBBERY - 1ST DEGREE,120,PART I,COMPLETED,3RD DIVISION,331,RESIDENCE / HOME                             ,4900 BLOCK DETERMINE LN                                     ,LOUISVILLE,40216,32836
80-22-034514,2022-06-21 04:06:00,2022-06-21 04:06:00,5050            ,DRUGS/ALCOHOL VIOLATIONS,DRUG PARAPHERNALIA - BUY/POSSESS,35B,PART II,COMPLETED,6TH DIVISION,611,HIGHWAY / ROAD / ALLEY                       ,1400 BLOCK POPLAR LEVEL RD                                  ,LOUISVILLE,40217,32837
