ObjectId,INCIDENT_NUMBER,DATE_REPORTED,DATE_OCCURED,CRIME_TYPE,UOR_DESC,NIBRS_CODE,UCR_HIERARCHY,ATT_COMP,LMPD_DIVISION,LMPD_BEAT,PREMISE_TYPE,BLOCK_ADDRESS,City,ZIP_CODE
29174,80-19-037160,2019/05/23 19:10:00,2019/05/23 19:08:00,DRUGS/ALCOHOL VIOLATIONS,TRAFF IN CONTROLLED SUBSTANCE 1ST OFFENSE (HEROIN),35A,PART II,COMPLETED,3RD DIVISION,334,RESIDENCE / HOME                             ,7200 BLOCK OAKBURN DR                                       ,LOUISVILLE,40258
29175,80-19-037161,2019/05/23 19:14:00,2019/05/15 21:00:00,MOTOR VEHICLE THEFT,"TBUT OR DISP AUTO > $500 BUT < $10,000",240,PART I,COMPLETED,4TH DIVISION,436,PARKING LOT / GARAGE                         ,200 BLOCK MOHAWK AVE                                        ,LOUISVILLE,40209
29176,80-19-037162,2019/05/23 19:17:00,2019/05/22 12:30:00,VEHICLE BREAK-IN/THEFT,TBUT OR DISP CONTENTS FROM VEH < $500,23F,PART I,COMPLETED,4TH DIVISION,412,HIGHWAY / ROAD / ALLEY                       ,2300 BLOCK CRITTENDEN DR                                    ,LOUISVILLE,40217
29177,80-19-037163,2019/05/23 19:18:00,2019/05/23 18:50:00,THEFT/LARCENY,TBUT OR DISP FROM BUILDING < $500,23D,PART I,COMPLETED,6TH DIVISION,612,OTHER / UNKNOWN                              ,5000 BLOCK PRESTON HWY                                      ,LOUISVILLE,40213
29178,80-19-037164,2019/05/23 19:20:00,2019/05/23 17:10:00,VANDALISM,CRIMINAL MISCHIEF-3RD DEGREE,290,PART II,COMPLETED,2ND DIVISION,234,RESIDENCE / HOME                             ,3500 BLOCK ALGONQUIN PKY                                    ,LOUISVILLE,40211
29179,80-19-037166,2019/05/23 19:25:00,2019/05/23 00:00:00,FRAUD,FRAUDULENT USE OF CREDIT CARDS U/$500 W/6 MO PERIOD,26B,PART II,COMPLETED,6TH DIVISION,611,SERVICE / GAS STATION                        ,3200 BLOCK POPLAR LEVEL RD                                  ,LOUISVILLE,40213
29180,80-19-037167,2019/05/23 18:56:00,2019/05/23 18:55:00,VANDALISM,CRIMINAL MISCHIEF-3RD DEGREE,290,PART II,COMPLETED,1ST DIVISION,112,OTHER RESIDENCE (APARTMENT/CONDO)            ,1500 BLOCK W JEFFERSON ST                                   ,LOUISVILLE,40203
29181,80-19-037168,2019/05/23 19:22:00,2019/05/23 12:00:00,ASSAULT,TERRORISTIC THREATENING 1ST DEGREE,13C,PART II,COMPLETED,3RD DIVISION,316,SCHOOL - ELEMENTARY / SECONDARY              ,5700 BLOCK CHESTNUTWOOD WAY                                 ,LOUISVILLE,40272
29182,80-19-037170,2019/05/23 17:02:00,2019/05/23 16:45:00,OTHER,HARASSING COMMUNICATIONS,90Z,PART II,COMPLETED,2ND DIVISION,234,RESIDENCE / HOME                             ,1600 BLOCK WILLIAM E SUMMERS III AVE                        ,LOUISVILLE,40211
29183,80-19-037170,2019/05/23 17:02:00,2019/05/23 16:45:00,ASSAULT,HARASSMENT (NO PHYSICAL CONTACT),13C,PART II,COMPLETED,2ND DIVISION,234,HIGHWAY / ROAD / ALLEY                       ,1600 BLOCK WILLIAM E SUMMERS III AVE                        ,LOUISVILLE,40211
29184,80-19-037171,2019/05/23 19:53:00,2019/05/23 18:55:00,ASSAULT,WANTON ENDANGERMENT-1ST DEGREE,13A,PART I,COMPLETED,6TH DIVISION,625,RESIDENCE / HOME                             ,2900 BLOCK RIO RITA AVE                                     ,LOUISVILLE,40220
29185,80-19-037172,2019/05/23 20:07:00,2019/05/23 19:55:00,THEFT/LARCENY,"TBUT OR DISP SHOPLIFTING $500 OR >  BUT < $10,000",23C,PART I,COMPLETED,4TH DIVISION,424,"SPECIALTY STORE (TV, FUR, ETC)               ",3100 BLOCK S 2ND ST                                         ,LOUISVILLE,40208
29186,80-19-037174,2019/05/23 19:28:00,2019/05/23 19:28:00,ASSAULT,UNLAWFUL IMPRISONMENT-2ND DEGREE,100,PART II,COMPLETED,2ND DIVISION,236,RESIDENCE / HOME                             ,3000 BLOCK HARTLAGE CT                                      ,LOUISVILLE,40216
29187,80-19-037174,2019/05/23 19:28:00,2019/05/23 19:28:00,ASSAULT,ASSAULT - 2ND DEGREE - DOMESTIC VIOLENCE,13A,PART I,COMPLETED,2ND DIVISION,236,RESIDENCE / HOME                             ,3000 BLOCK HARTLAGE CT                                      ,LOUISVILLE,40216
29188,80-19-037177,2019/05/23 20:22:00,2019/05/23 16:30:00,VEHICLE BREAK-IN/THEFT,"TBUT OR DISP CONTENTS FROM VEH $500 OR > BUT < $10,000",23F,PART I,COMPLETED,6TH DIVISION,611,PARKING LOT / GARAGE                         ,1800 BLOCK TAYLOR AVE                                       ,LOUISVILLE,40213
29189,80-19-037178,2019/05/23 20:09:00,2019/05/23 16:00:00,BURGLARY,BURGLARY - 2ND DEGREE,220,PART I,COMPLETED,3RD DIVISION,316,RESIDENCE / HOME                             ,12300 BLOCK E ORELL RD                                      ,LOUISVILLE,40272
29190,80-19-037179,2019/05/23 20:33:00,2019/05/23 11:30:00,FRAUD,FRAUDULENT USE OF CREDIT CARDS U/$500 W/6 MO PERIOD,26B,PART II,COMPLETED,8TH DIVISION,812,GROCERY / SUPERMARKET                        ,9500 BLOCK WESTPORT RD                                      ,LOUISVILLE,40241
29191,80-19-037180,2019/05/23 17:31:00,2019/05/20 20:10:00,ASSAULT,WANTON ENDANGERMENT-1ST DEGREE,13A,PART I,COMPLETED,8TH DIVISION,824,HIGHWAY / ROAD / ALLEY                       ,12500 BLOCK BRIGHTFIELD DR                                  ,MIDDLETOWN,40243
29192,80-19-037182,2019/05/23 20:33:00,2019/05/23 20:08:00,ASSAULT,HARASSMENT (NO PHYSICAL CONTACT),13C,PART II,COMPLETED,3RD DIVISION,331,GROCERY / SUPERMARKET                        ,4900 BLOCK DIXIE HWY                                        ,LOUISVILLE,40216
29193,80-19-037183,2019/05/23 19:55:00,2019/05/23 16:30:00,ASSAULT,ASSAULT - 4TH DEGREE (CHILD ABUSE),13B,PART II,COMPLETED,2ND DIVISION,211,CHILD DAYCARE FACILITY                       ,400 BLOCK S 41ST ST                                         ,LOUISVILLE,40212
29194,80-19-037184,2019/05/23 20:48:00,2019/05/14 00:00:00,FRAUD,THEFT OF IDENTITY OF ANOTHER WITHOUT CONSENT,26C,PART II,COMPLETED,7TH DIVISION,711,OTHER / UNKNOWN                              ,10200 BLOCK EL COCO CT                                      ,LOUISVILLE,40291
29195,80-19-037185,2019/05/23 20:36:00,2019/05/23 04:20:00,BURGLARY,BURGLARY - 2ND DEGREE,220,PART I,ATTEMPTED,1ST DIVISION,111,RESIDENCE / HOME                             ,100 BLOCK S 30TH ST                                         ,LOUISVILLE,40212
29196,80-19-037186,2019/05/23 19:19:00,2019/05/23 04:00:00,THEFT/LARCENY,TBUT OR DISP FIREARM,23H,PART I,COMPLETED,3RD DIVISION,323,RESIDENCE / HOME                             ,10800 BLOCK SPARROW CIR                                     ,LOUISVILLE,40118
29197,80-19-037187,2019/05/23 20:50:00,2019/05/21 12:00:00,FRAUD,"FRAUDULENT USE OF CREDIT CARDS U/$10,000",26B,PART II,COMPLETED,1ST DIVISION,123,SERVICE / GAS STATION                        ,300 BLOCK W MUHAMMAD ALI BLVD                               ,LOUISVILLE,40202
29198,80-19-037188,2019/05/23 18:38:00,2019/05/22 08:00:00,OTHER,HARASSING COMMUNICATIONS,90Z,PART II,COMPLETED,3RD DIVISION,322,OTHER RESIDENCE (APARTMENT/CONDO)            ,7300 BLOCK SOUTHSIDE DR                                     ,LOUISVILLE,40214
29199,80-19-037190,2019/05/23 21:00:00,2019/05/22 21:00:00,OTHER,MISSING PERSONS,90Z,PART II,COMPLETED,6TH DIVISION,625,RESIDENCE / HOME                             ,8400 BLOCK LACEVINE PL                                      ,LOUISVILLE,40220
29200,80-19-037193,2019/05/23 17:53:00,2019/05/20 21:00:00,BURGLARY,BURGLARY - 3RD DEGREE,220,PART I,COMPLETED,4TH DIVISION,412,NON-ATTACHED RESD GARAGE/SHED/BULD           ,600 BLOCK E BARBEE AVE                                      ,LOUISVILLE,40217
29201,80-19-037446,2019/05/24 18:30:00,2019/05/24 17:30:00,ASSAULT,HARASSMENT (NO PHYSICAL CONTACT),13C,PART II,COMPLETED,4TH DIVISION,436,HIGHWAY / ROAD / ALLEY                       ,1200 BLOCK W ASHLAND AVE                                    ,LOUISVILLE,40215
29202,80-19-037450,2019/05/24 18:16:00,2019/05/24 17:00:00,ASSAULT,MENACING,13C,PART II,COMPLETED,6TH DIVISION,613,RESIDENCE / HOME                             ,5500 BLOCK RUSTIC WAY                                       ,LOUISVILLE,40218
29203,80-19-037452,2019/05/24 18:53:00,2019/05/24 18:53:00,OTHER,FINANCIAL CRIME/OUT OF JURISDICTION,999,,COMPLETED,METRO LOUISVILLE,METRO,RESTAURANT                                   ,COMMUNITY AT LARGE,LOUISVILLE,0
29204,80-19-037453,2019/05/24 18:28:00,2019/05/24 17:28:00,ASSAULT,ASSAULT - 2ND DEGREE,13A,PART I,COMPLETED,3RD DIVISION,334,HIGHWAY / ROAD / ALLEY                       ,STONESTREET RD / VALLEY COLLEGE DR                          ,LOUISVILLE,40272
29205,80-19-037455,2019/05/24 19:01:00,2019/05/24 08:00:00,MOTOR VEHICLE THEFT,"TBUT OR DISP AUTO > $500 BUT < $10,000",240,PART I,COMPLETED,2ND DIVISION,223,RESIDENCE / HOME                             ,1100 BLOCK S 26TH ST                                        ,LOUISVILLE,40210
29206,80-19-037457,2019/05/24 19:00:00,2019/05/24 18:30:00,ASSAULT,WANTON ENDANGERMENT-1ST DEGREE,13A,PART I,COMPLETED,4TH DIVISION,423,HIGHWAY / ROAD / ALLEY                       ,1600 BLOCK PHYLLIS AVE                                      ,LOUISVILLE,40215
29207,80-19-037462,2019/05/24 19:25:00,2019/05/24 19:25:00,OTHER,DEATH INVESTIGATION,90Z,PART II,COMPLETED,4TH DIVISION,435,PARKING LOT / GARAGE                         ,1800 BLOCK BLUEGRASS AVE                                    ,LOUISVILLE,40215
29208,80-19-037463,2019/05/24 17:32:00,2019/05/24 17:25:00,ASSAULT,TERRORISTIC THREATENING 3RD DEGREE,13C,PART II,COMPLETED,3RD DIVISION,331,RESIDENCE / HOME                             ,6000 BLOCK CROCKETT DR                                      ,LOUISVILLE,40258
29209,80-19-037464,2019/05/24 20:34:00,2019/05/24 17:30:00,MOTOR VEHICLE THEFT,"TBUT OR DISP AUTO > $500 BUT < $10,000",240,PART I,COMPLETED,1ST DIVISION,111,RESIDENCE / HOME                             ,2200 BLOCK W MAIN ST                                        ,LOUISVILLE,40212
29210,80-19-037467,2019/05/24 20:25:00,2019/05/24 20:00:00,ASSAULT,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) MINOR INJURY,13B,PART II,COMPLETED,3RD DIVISION,316,HIGHWAY / ROAD / ALLEY                       ,6300 BLOCK SYDNEY RENEE WAY                                 ,LOUISVILLE,40272
29211,80-19-037468,2019/05/24 20:53:00,2019/05/24 20:53:00,DRUGS/ALCOHOL VIOLATIONS,POSS CONT SUB-1ST DEGREE-1ST OFFENSE-DRUG UNSPECIFIED,35A,PART II,COMPLETED,METRO LOUISVILLE,SHV,HIGHWAY / ROAD / ALLEY                       ,CRUMS LN / HILLVIEW AVE                                     ,SHIVELY,40216
29212,80-19-037469,2019/05/24 21:00:00,2019/05/24 19:00:00,OTHER,DOMESTIC ABUSE DUTIES OF LAW ENFORCEMENT,90Z,PART II,COMPLETED,1ST DIVISION,111,RESIDENCE / HOME                             ,2200 BLOCK W MARKET ST                                      ,LOUISVILLE,40212
29213,80-19-037470,2019/05/24 21:16:00,2019/05/23 22:30:00,THEFT/LARCENY,"TBUT OR DISP FROM BLDG $500 OR > BUT < $10,000",23D,PART I,COMPLETED,4TH DIVISION,424,OTHER / UNKNOWN                              ,2600 BLOCK RODMAN ST                                        ,LOUISVILLE,40208
29214,80-19-037472,2019/05/24 21:13:00,2019/05/24 21:04:00,VANDALISM,CRIMINAL MISCHIEF-2ND DEGREE,290,PART II,COMPLETED,6TH DIVISION,624,RESIDENCE / HOME                             ,4500 BLOCK S HURSTBOURNE PKY                                ,LOUISVILLE,40299
29215,80-19-037195,2019/05/23 21:25:00,2019/05/18 21:00:00,OTHER,MISSING PERSONS,90Z,PART II,COMPLETED,1ST DIVISION,111,HIGHWAY / ROAD / ALLEY                       ,N 22ND ST / PORTLAND AVE                                    ,LOUISVILLE,40203
29216,80-19-037310,2019/05/24 11:22:00,2019/05/24 11:11:00,VANDALISM,CRIMINAL MISCHIEF-3RD DEGREE,290,PART II,COMPLETED,4TH DIVISION,423,RESIDENCE / HOME                             ,3600 BLOCK ELDERWOOD WAY                                    ,LOUISVILLE,40215
29217,80-19-037250,2019/05/24 07:48:00,2019/05/23 22:00:00,VEHICLE BREAK-IN/THEFT,TBUT OR DISP CONTENTS FROM VEH < $500,23F,PART I,ATTEMPTED,5TH DIVISION,512,HIGHWAY / ROAD / ALLEY                       ,2400 BLOCK GLENMARY AVE                                     ,LOUISVILLE,40204
29218,80-19-037375,2019/05/24 14:41:00,2019/05/24 14:39:00,VANDALISM,CRIMINAL MISCHIEF-3RD DEGREE,290,PART II,COMPLETED,4TH DIVISION,436,NON-ATTACHED RESD GARAGE/SHED/BULD           ,4500 BLOCK S 1ST ST                                         ,LOUISVILLE,40214
29219,80-19-037577,2019/05/25 11:13:00,2019/05/24 14:00:00,VEHICLE BREAK-IN/THEFT,THEFT OF MOTOR VEHICLE REGISTRATION PLATE/DECAL,23G,PART I,COMPLETED,6TH DIVISION,625,HIGHWAY / ROAD / ALLEY                       ,3200 BLOCK COMMANDER DR                                     ,LOUISVILLE,40220
29220,80-19-037474,2019/05/24 21:27:00,2019/05/24 18:30:00,OTHER,MISSING PERSONS,90Z,PART II,COMPLETED,1ST DIVISION,134,RESIDENCE / HOME                             ,1100 BLOCK E MARKET ST                                      ,LOUISVILLE,40206
29221,80-19-037475,2019/05/24 21:23:00,2019/05/20 11:30:00,OTHER,MISSING PERSONS,90Z,PART II,COMPLETED,4TH DIVISION,435,DRUG STORE/DR`S OFFICE/HOSPITAL              ,1800 BLOCK BLUEGRASS AVE                                    ,LOUISVILLE,40215
29222,80-19-037476,2019/05/24 21:41:00,2019/05/24 20:30:00,THEFT/LARCENY,TBUT OR DISP SHOPLIFTING < $500,23C,PART I,COMPLETED,7TH DIVISION,735,DEPARTMENT / DISCOUNT STORE                  ,4800 BLOCK OUTER LOOP                                       ,LOUISVILLE,40219
29223,80-19-037477,2019/05/24 21:13:00,2019/05/24 21:00:00,OTHER,DOMESTIC ABUSE DUTIES OF LAW ENFORCEMENT,90Z,PART II,COMPLETED,7TH DIVISION,723,RESIDENCE / HOME                             ,8100 BLOCK VILLAGE POINT DR                                 ,LOUISVILLE,40291
29224,80-19-037478,2019/05/24 20:27:00,2019/05/24 13:40:00,FRAUD,THEFT BY EXTORTION,210,PART II,ATTEMPTED,8TH DIVISION,811,CYBERSPACE                                   ,11100 BLOCK COVENTRY GREENS DR                              ,LOUISVILLE,40241
29225,80-19-037479,2019/05/24 20:55:00,2019/05/24 20:55:00,ASSAULT,MENACING,13C,PART II,COMPLETED,2ND DIVISION,223,HIGHWAY / ROAD / ALLEY                       ,1100 BLOCK S 17TH ST                                        ,LOUISVILLE,40210
29226,80-19-037479,2019/05/24 20:55:00,2019/05/24 20:55:00,ASSAULT,WANTON ENDANGERMENT-1ST DEGREE,13A,PART I,COMPLETED,2ND DIVISION,223,HIGHWAY / ROAD / ALLEY                       ,1100 BLOCK S 17TH ST                                        ,LOUISVILLE,40210
29227,80-19-037479,2019/05/24 20:55:00,2019/05/24 20:55:00,DRUGS/ALCOHOL VIOLATIONS,POSS CONT SUB-1ST DEGREE-1ST OFFENSE-COCAINE,35A,PART II,COMPLETED,2ND DIVISION,223,HIGHWAY / ROAD / ALLEY                       ,1100 BLOCK S 17TH ST                                        ,LOUISVILLE,40210
29228,80-19-037480,2019/05/24 21:56:00,2019/05/24 18:00:00,OTHER,PROPERTY LOST OR ABANDONED NON CRIMINAL,90Z,PART II,COMPLETED,3RD DIVISION,315,RESTAURANT                                   ,10100 BLOCK DIXIE HWY                                       ,LOUISVILLE,40272
29229,80-19-037481,2019/05/24 21:58:00,2019/05/24 20:30:00,VEHICLE BREAK-IN/THEFT,"TBUT OR DISP CONTENTS FROM VEH $500 OR > BUT < $10,000",23F,PART I,COMPLETED,7TH DIVISION,723,PARKING LOT / GARAGE                         ,7100 BLOCK CEDAR SPRINGS BLVD                               ,LOUISVILLE,40291
29230,80-19-037482,2019/05/24 21:59:00,2019/05/24 21:30:00,THEFT/LARCENY,TBUT OR DISP SHOPLIFTING < $500,23C,PART I,COMPLETED,4TH DIVISION,424,GROCERY / SUPERMARKET                        ,3100 BLOCK S 2ND ST                                         ,LOUISVILLE,40208
29231,80-19-500216,2019/05/24 14:25:00,2019/05/13 14:10:00,THEFT/LARCENY,"TBUT OR DISP ALL OTHERS > $500 BUT < $10,000",23H,PART I,COMPLETED,1ST DIVISION,111,OTHER / UNKNOWN                              ,3400 BLOCK NORTHWESTERN PKY                                 ,LOUISVILLE,40212
29232,80-19-037484,2019/05/24 21:59:00,2019/05/24 21:53:00,ASSAULT,WANTON ENDANGERMENT-1ST DEGREE,13A,PART I,COMPLETED,2ND DIVISION,212,RESIDENCE / HOME                             ,1100 BLOCK CECIL AVE                                        ,LOUISVILLE,40211
29233,80-19-037485,2019/05/24 22:05:00,2019/05/24 21:52:00,ASSAULT,HARASSMENT (NO PHYSICAL CONTACT),13C,PART II,COMPLETED,5TH DIVISION,512,PARKING LOT / GARAGE                         ,BARDSTOWN RD / GRINSTEAD DR                                 ,LOUISVILLE,40204
29234,80-19-037488,2019/05/24 22:22:00,2019/05/24 08:50:00,OTHER,MISSING PERSONS,90Z,PART II,COMPLETED,2ND DIVISION,211,RESIDENCE / HOME                             ,600 BLOCK LINDELL AVE                                       ,LOUISVILLE,40211
29235,80-19-037520,2019/05/25 03:00:00,2019/05/25 02:49:00,THEFT/LARCENY,TBUT OR DISP SHOPLIFTING < $500,23C,PART I,COMPLETED,7TH DIVISION,736,DEPARTMENT / DISCOUNT STORE                  ,9500 BLOCK PRESTON HWY                                      ,LOUISVILLE,40229
29236,80-19-037645,2019/05/25 16:42:00,2019/05/25 15:42:00,ASSAULT,ASSAULT - 1ST DEGREE,13A,PART I,COMPLETED,5TH DIVISION,525,FIELD / WOODS                                ,THURMAN HUTCHINS PARK                                       ,LOUISVILLE,40207
29237,80-19-037491,2019/05/24 22:19:00,2019/05/24 22:00:00,THEFT/LARCENY,"TBUT OR DISP FROM BLDG $500 OR > BUT < $10,000",23D,PART I,COMPLETED,7TH DIVISION,723,RESTAURANT                                   ,6500 BLOCK SHEPHERDSVILLE RD                                ,LOUISVILLE,40228
29238,80-19-037493,2019/05/24 22:56:00,2019/05/24 21:45:00,OTHER,MISSING PERSONS,90Z,PART II,COMPLETED,6TH DIVISION,613,RESIDENCE / HOME                             ,3100 BLOCK BROOKLAWN CAMPUS DR                              ,LOUISVILLE,40218
29239,80-19-037494,2019/05/24 17:40:00,2019/05/24 16:00:00,VEHICLE BREAK-IN/THEFT,TBUT OR DISP CONTENTS FROM VEH < $500,23F,PART I,ATTEMPTED,3RD DIVISION,323,RESIDENCE / HOME                             ,10100 BLOCK W MANSLICK RD                                   ,LOUISVILLE,40118
29240,80-19-037496,2019/05/24 22:31:00,2019/05/24 02:20:00,ASSAULT,ASSAULT - 4TH DEGREE (NO VISIBLE INJURY),13B,PART II,COMPLETED,8TH DIVISION,811,SCHOOL - ELEMENTARY / SECONDARY              ,11100 BLOCK ROCK BEND WAY                                   ,LOUISVILLE,40241
29241,80-19-037497,2019/05/24 22:57:00,2019/05/24 22:30:00,ASSAULT,HARASSMENT (NO PHYSICAL CONTACT),13C,PART II,COMPLETED,7TH DIVISION,735,RESIDENCE / HOME                             ,1200 BLOCK LIPPS LN                                         ,LOUISVILLE,40219
29242,80-19-037498,2019/05/24 17:38:00,2019/05/22 17:38:00,FRAUD,THEFT OF IDENTITY OF ANOTHER WITHOUT CONSENT,26C,PART II,COMPLETED,3RD DIVISION,323,OTHER RESIDENCE (APARTMENT/CONDO)            ,10700 BLOCK SPARROW CIR                                     ,LOUISVILLE,40118
29243,80-19-037499,2019/05/24 22:59:00,2019/05/24 22:55:00,ASSAULT,ASSAULT - 4TH DEGREE (MINOR INJURY),13B,PART II,COMPLETED,2ND DIVISION,211,RESIDENCE / HOME                             ,300 BLOCK GLENDORA AVE                                      ,LOUISVILLE,40212
29244,80-19-037500,2019/05/24 22:34:00,2019/05/24 22:25:00,ASSAULT,TERRORISTIC THREATENING 3RD DEGREE,13C,PART II,COMPLETED,3RD DIVISION,331,RESIDENCE / HOME                             ,5200 BLOCK MILNER RD                                        ,LOUISVILLE,40216
29245,80-19-037500,2019/05/24 22:34:00,2019/05/24 22:25:00,BURGLARY,BURGLARY - 1ST DEGREE,220,PART I,COMPLETED,3RD DIVISION,331,RESIDENCE / HOME                             ,5200 BLOCK MILNER RD                                        ,LOUISVILLE,40216
29246,80-19-037502,2019/05/24 23:47:00,2019/05/24 23:38:00,VANDALISM,CRIMINAL MISCHIEF-3RD DEGREE,290,PART II,COMPLETED,5TH DIVISION,512,HIGHWAY / ROAD / ALLEY                       ,BARDSTOWN RD / ELLWOOD AVE                                  ,LOUISVILLE,40204
29247,80-19-037503,2019/05/25 00:07:00,2019/05/24 23:10:00,OTHER,MISSING PERSONS,90Z,PART II,COMPLETED,6TH DIVISION,611,HOMELESS SHELTER / MISSION                   ,2400 BLOCK CRITTENDEN DR                                    ,LOUISVILLE,40217
29248,80-19-037504,2019/05/24 22:44:00,2019/05/24 21:44:00,ASSAULT,TERRORISTIC THREATENING 3RD DEGREE,13C,PART II,COMPLETED,7TH DIVISION,736,RESIDENCE / HOME                             ,4400 BLOCK SOUTH PARK RD                                    ,LOUISVILLE,40219
29249,80-19-037505,2019/05/25 00:32:00,2019/05/24 23:10:00,OTHER,MISSING PERSONS,90Z,PART II,COMPLETED,6TH DIVISION,611,HOMELESS SHELTER / MISSION                   ,2400 BLOCK CRITTENDEN DR                                    ,LOUISVILLE,40217
29250,80-19-037506,2019/05/25 00:48:00,2019/05/24 23:10:00,OTHER,MISSING PERSONS,90Z,PART II,COMPLETED,6TH DIVISION,611,HOMELESS SHELTER / MISSION                   ,2400 BLOCK CRITTENDEN DR                                    ,LOUISVILLE,40217
29251,80-19-037508,2019/05/25 00:14:00,2019/05/25 00:13:00,OTHER,DOMESTIC ABUSE DUTIES OF LAW ENFORCEMENT,90Z,PART II,COMPLETED,6TH DIVISION,625,OTHER RESIDENCE (APARTMENT/CONDO)            ,2200 BLOCK HEATHER LN                                       ,LOUISVILLE,40218
29252,80-19-037509,2019/05/25 01:04:00,2019/05/24 23:10:00,OTHER,MISSING PERSONS,90Z,PART II,COMPLETED,6TH DIVISION,611,HOMELESS SHELTER / MISSION                   ,2400 BLOCK CRITTENDEN DR                                    ,LOUISVILLE,40217
29253,80-19-037510,2019/05/24 23:40:00,2019/05/24 23:40:00,OTHER,DEATH INVESTIGATION,90Z,PART II,COMPLETED,4TH DIVISION,423,RESIDENCE / HOME                             ,2200 BLOCK 7TH STREET RD                                    ,LOUISVILLE,40208
29254,80-19-037512,2019/05/25 01:38:00,2019/05/25 01:15:00,THEFT/LARCENY,TBUT OR DISP SHOPLIFTING < $500,23C,PART I,COMPLETED,8TH DIVISION,811,DEPARTMENT / DISCOUNT STORE                  ,3700 BLOCK DIANN MARIE RD                                   ,LOUISVILLE,40241
29255,80-19-037513,2019/05/25 00:36:00,2019/05/24 19:00:00,BURGLARY,BURGLARY - 1ST DEGREE,220,PART I,COMPLETED,3RD DIVISION,331,RESIDENCE / HOME                             ,7400 BLOCK EDENROC LN                                       ,LOUISVILLE,40258
29256,80-19-037517,2019/05/25 01:25:00,2019/05/25 01:25:00,HOMICIDE,MURDER,09A,PART I,COMPLETED,2ND DIVISION,211,RESIDENCE / HOME                             ,300 BLOCK S 42ND ST                                         ,LOUISVILLE,40212
29257,80-19-037518,2019/05/25 03:09:00,2019/05/25 03:00:00,MOTOR VEHICLE THEFT,"TBUT OR DISP AUTO > $500 BUT < $10,000",240,PART I,COMPLETED,1ST DIVISION,123,HOTEL / MOTEL / ETC.                         ,300 BLOCK W BROADWAY                                        ,LOUISVILLE,40202
29258,80-19-037197,2019/05/23 21:44:00,2019/05/18 11:10:00,FRAUD,"FRAUDULENT USE OF CREDIT CARDS U/$10,000",26B,PART II,COMPLETED,1ST DIVISION,135,SERVICE / GAS STATION                        ,600 BLOCK E BROADWAY                                        ,LOUISVILLE,40202
29259,80-19-037313,2019/05/24 11:15:00,2019/05/24 11:06:00,ASSAULT,TERRORISTIC THREATENING 3RD DEGREE,13C,PART II,COMPLETED,8TH DIVISION,815,RESIDENCE / HOME                             ,1600 BLOCK ORMSBY LN                                        ,LYNDON,40222
29260,80-19-037580,2019/05/25 11:04:00,2019/05/25 09:00:00,OTHER,HARASSING COMMUNICATIONS,90Z,PART II,COMPLETED,8TH DIVISION,815,RESIDENCE / HOME                             ,7500 BLOCK NORBOURNE AVE                                    ,NORWOOD,40222
29261,80-19-037251,2019/05/24 07:52:00,2019/05/24 07:51:00,THEFT/LARCENY,"TBUT OR DISP FROM BLDG $500 OR > BUT < $10,000",23D,PART I,COMPLETED,5TH DIVISION,513,DRUG STORE/DR`S OFFICE/HOSPITAL              ,2200 BLOCK BARDSTOWN RD                                     ,LOUISVILLE,40205
29262,80-19-037375,2019/05/24 14:41:00,2019/05/24 14:39:00,OTHER,POSSESSION OF BURGLARY TOOLS,90Z,PART II,COMPLETED,4TH DIVISION,436,HIGHWAY / ROAD / ALLEY                       ,4500 BLOCK S 1ST ST                                         ,LOUISVILLE,40214
29263,80-19-037196,2019/05/23 21:19:00,2019/05/23 21:00:00,ASSAULT,TERRORISTIC THREATENING 1ST DEGREE,13C,PART II,COMPLETED,3RD DIVISION,316,RESIDENCE / HOME                             ,6900 BLOCK LANDSTAR DR                                      ,LOUISVILLE,40272
29264,80-19-037645,2019/05/25 16:42:00,2019/05/25 15:42:00,THEFT/LARCENY,RECEIVING STOLEN PROPERTY U/$500 MISD,280,PART II,COMPLETED,5TH DIVISION,525,OTHER / UNKNOWN                              ,THURMAN HUTCHINS PARK                                       ,LOUISVILLE,40207
29265,80-19-037579,2019/05/25 10:00:00,2019/05/24 21:00:00,SEX CRIMES,RAPE - 2ND DEGREE (MENTALLY INCAPACITATED),11A,PART I,COMPLETED,8TH DIVISION,815,RESIDENCE / HOME                             ,500 BLOCK VINELEAF DR                                       ,LOUISVILLE,40222
29266,80-19-037252,2019/05/24 07:52:00,2019/05/23 19:00:00,VEHICLE BREAK-IN/THEFT,TBUT OR DISP CONTENTS FROM VEH < $500,23F,PART I,COMPLETED,6TH DIVISION,624,RESIDENCE / HOME                             ,4900 BLOCK APPLEGROVE LN                                    ,LOUISVILLE,40218
29267,80-19-037375,2019/05/24 14:41:00,2019/05/24 14:39:00,BURGLARY,BURGLARY - 3RD DEGREE,220,PART I,ATTEMPTED,4TH DIVISION,436,NON-ATTACHED RESD GARAGE/SHED/BULD           ,4500 BLOCK S 1ST ST                                         ,LOUISVILLE,40214
29268,80-19-037314,2019/05/24 11:21:00,2019/05/23 21:30:00,BURGLARY,BURGLARY - 3RD DEGREE,220,PART I,COMPLETED,4TH DIVISION,412,NON-ATTACHED RESD GARAGE/SHED/BULD           ,900 BLOCK EASTERN PKY                                       ,LOUISVILLE,40217
