ObjectId,INCIDENT_NUMBER,DATE_REPORTED,DATE_OCCURED,CRIME_TYPE,UOR_DESC,NIBRS_CODE,UCR_HIERARCHY,ATT_COMP,LMPD_DIVISION,LMPD_BEAT,PREMISE_TYPE,BLOCK_ADDRESS,City,ZIP_CODE
95,80-19-000051,2019/01/01 04:31:00,2019/01/01 04:25:00,ASSAULT,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) MINOR INJURY,13B,PART II,COMPLETED,4TH DIVISION,423,RESIDENCE / HOME                             ,500 BLOCK BEECHER ST                                        ,LOUISVILLE,40215
96,80-19-000052,2019/01/01 05:20:00,2019/01/01 04:49:00,ASSAULT,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) NO VISIBLE INJURY,13B,PART II,COMPLETED,8TH DIVISION,824,RESIDENCE / HOME                             ,300 BLOCK IAN CT                                            ,MIDDLETOWN,40243
97,80-19-000053,2019/01/01 05:07:00,2019/01/01 04:40:00,VEHICLE BREAK-IN/THEFT,"TBUT OR DISP CONTENTS FROM VEH $500 OR > BUT < $10,000",23F,PART I,COMPLETED,6TH DIVISION,611,PARKING LOT / GARAGE                         ,0 BLOCK AUDUBON PLAZA DR                                    ,LOUISVILLE,40217
98,80-19-000054,2019/01/01 05:30:00,2019/01/01 05:00:00,DISTURBING THE PEACE,DISORDERLY CONDUCT - 2ND DEGREE,90C,PART II,COMPLETED,6TH DIVISION,625,RESTAURANT                                   ,4000 BLOCK TAYLORSVILLE RD                                  ,LOUISVILLE,40220
99,80-19-000055,2019/01/01 04:57:00,2019/01/01 04:53:00,ASSAULT,ASSAULT - 4TH DEGREE (MINOR INJURY),13B,PART II,COMPLETED,3RD DIVISION,331,RESIDENCE / HOME                             ,0 BLOCK WELBY RD                                            ,LOUISVILLE,40216
100,80-19-000056,2019/01/01 05:18:00,2019/01/01 04:00:00,VEHICLE BREAK-IN/THEFT,"TBUT OR DISP CONTENTS FROM VEH $500 OR > BUT < $10,000",23F,PART I,COMPLETED,2ND DIVISION,223,HIGHWAY / ROAD / ALLEY                       ,1000 BLOCK S 15TH ST                                        ,LOUISVILLE,40210
101,80-19-000207,2019/01/01 20:18:00,2017/03/30 08:00:00,MOTOR VEHICLE THEFT,"TBUT OR DISP AUTO > $500 BUT < $10,000",240,PART I,COMPLETED,6TH DIVISION,625,RESIDENCE / HOME                             ,4400 BLOCK WOODGATE LN                                      ,LOUISVILLE,40220
102,80-19-000209,2019/01/01 18:27:00,2019/01/01 17:30:00,THEFT/LARCENY,THEFT OF SERVICES - MISD,23H,PART I,COMPLETED,3RD DIVISION,331,RESTAURANT                                   ,5200 BLOCK DIXIE HWY                                        ,LOUISVILLE,40216
103,80-19-000211,2019/01/01 20:31:00,2019/01/01 20:30:00,WEAPONS,CARRYING A CONCEALED DEADLY WEAPON,520,PART II,COMPLETED,2ND DIVISION,211,RESIDENCE / HOME                             ,600 BLOCK S 43RD ST                                         ,LOUISVILLE,40211
104,80-19-000212,2019/01/01 18:31:00,2018/12/31 21:30:00,VANDALISM,CRIMINAL MISCHIEF-3RD DEGREE,290,PART II,COMPLETED,2ND DIVISION,211,RESIDENCE / HOME                             ,600 BLOCK S 36TH ST                                         ,LOUISVILLE,40211
105,80-19-000214,2019/01/01 20:26:00,2019/01/01 07:00:00,BURGLARY,BURGLARY - 2ND DEGREE,220,PART I,COMPLETED,4TH DIVISION,423,RESIDENCE / HOME                             ,1200 BLOCK CENTRAL AVE                                      ,LOUISVILLE,40208
106,80-19-000215,2019/01/01 19:12:00,2019/01/01 18:30:00,ASSAULT,WANTON ENDANGERMENT-1ST DEGREE,13A,PART I,COMPLETED,2ND DIVISION,223,RESIDENCE / HOME                             ,1600 BLOCK WILSON AVE                                       ,LOUISVILLE,40210
107,80-19-000216,2019/01/01 20:59:00,2019/01/01 20:22:00,THEFT/LARCENY,TBUT OR DISP SHOPLIFTING < $500,23C,PART I,COMPLETED,7TH DIVISION,735,DEPARTMENT / DISCOUNT STORE                  ,7300 BLOCK JEFFERSON BLVD                                   ,LOUISVILLE,40219
108,80-19-000219,2019/01/01 20:13:00,2019/01/01 20:04:00,ASSAULT,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) NO VISIBLE INJURY,13B,PART II,COMPLETED,1ST DIVISION,135,OTHER RESIDENCE (APARTMENT/CONDO)            ,400 BLOCK E MUHAMMAD ALI BLVD                               ,LOUISVILLE,40202
109,80-19-000220,2019/01/01 21:07:00,2019/01/01 20:30:00,THEFT/LARCENY,TBUT OR DISP SHOPLIFTING < $500,23C,PART I,COMPLETED,3RD DIVISION,323,DEPARTMENT / DISCOUNT STORE                  ,100 BLOCK OUTER LOOP                                        ,LOUISVILLE,40214
110,80-19-000221,2019/01/01 20:45:00,2019/01/01 20:45:00,DRUGS/ALCOHOL VIOLATIONS,POSS CONT SUB-1ST DEGREE-1ST OFFENSE-HEROIN,35A,PART II,COMPLETED,2ND DIVISION,236,HIGHWAY / ROAD / ALLEY                       ,4500 BLOCK LAKE DREAMLAND RD                                ,LOUISVILLE,40216
111,80-19-000222,2019/01/01 21:03:00,2019/01/01 20:51:00,ASSAULT,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) MINOR INJURY,13B,PART II,COMPLETED,6TH DIVISION,625,OTHER RESIDENCE (APARTMENT/CONDO)            ,3700 BLOCK BRIARBRIDGE LN                                   ,LOUISVILLE,40218
112,80-19-000223,2019/01/01 21:30:00,2019/01/01 20:20:00,VANDALISM,CRIMINAL MISCHIEF - 1ST DEGREE,290,PART II,COMPLETED,2ND DIVISION,225,HIGHWAY / ROAD / ALLEY                       ,1200 BLOCK W HILL ST                                        ,LOUISVILLE,40210
113,80-19-000225,2019/01/01 20:31:00,2019/01/01 20:31:00,OTHER,OFFICER NEEDS TO COMPLETE INCIDENT REPORT,999,,COMPLETED,1ST DIVISION,135,OTHER / UNKNOWN                              ,100 BLOCK W BROADWAY                                        ,LOUISVILLE,40202
114,80-19-000226,2019/01/01 21:12:00,2019/01/01 21:12:00,DRUGS/ALCOHOL VIOLATIONS,DRUG PARAPHERNALIA - BUY/POSSESS,35B,PART II,COMPLETED,2ND DIVISION,212,HIGHWAY / ROAD / ALLEY                       ,S 40TH ST / SUNSET AVE                                      ,LOUISVILLE,40211
115,80-19-000226,2019/01/01 21:12:00,2019/01/01 21:12:00,DRUGS/ALCOHOL VIOLATIONS,POSS OF MARIJUANA,35A,PART II,COMPLETED,2ND DIVISION,212,HIGHWAY / ROAD / ALLEY                       ,S 40TH ST / SUNSET AVE                                      ,LOUISVILLE,40211
116,80-19-000228,2019/01/01 21:20:00,2018/12/31 13:30:00,MOTOR VEHICLE THEFT,"TBUT OR DISP AUTO > $500 BUT < $10,000",240,PART I,COMPLETED,6TH DIVISION,613,RESIDENCE / HOME                             ,3500 BLOCK FLEETWOOD DR                                     ,WATTERSON_PARK,40218
117,80-19-000229,2019/01/01 22:26:00,2019/01/01 21:05:00,DRUGS/ALCOHOL VIOLATIONS,DRUG PARAPHERNALIA - BUY/POSSESS,35B,PART II,COMPLETED,3RD DIVISION,323,RESIDENCE / HOME                             ,9700 BLOCK MASON LN                                         ,LOUISVILLE,40118
118,80-19-000229,2019/01/01 22:26:00,2019/01/01 21:05:00,DRUGS/ALCOHOL VIOLATIONS,POSS CONT SUB-1ST DEGREE-1ST OFFENSE-HEROIN,35A,PART II,COMPLETED,3RD DIVISION,323,RESIDENCE / HOME                             ,9700 BLOCK MASON LN                                         ,LOUISVILLE,40118
119,80-19-000236,2019/01/01 22:43:00,2019/01/01 19:00:00,BURGLARY,BURGLARY - 2ND DEGREE,220,PART I,COMPLETED,7TH DIVISION,735,RESIDENCE / HOME                             ,4900 BLOCK MILE OF SUNSHINE DR                              ,LOUISVILLE,40219
120,80-19-000238,2019/01/01 22:54:00,2019/01/01 22:54:00,DRUGS/ALCOHOL VIOLATIONS,POSS OF MARIJUANA,35A,PART II,COMPLETED,METRO LOUISVILLE,SHV,HIGHWAY / ROAD / ALLEY                       ,7TH STREET RD / OLEANDA AVE                                 ,SHIVELY,40216
121,80-19-000237,2019/01/01 23:06:00,2019/01/01 23:05:00,DRUGS/ALCOHOL VIOLATIONS,POSS OF MARIJUANA,35A,PART II,COMPLETED,4TH DIVISION,423,HIGHWAY / ROAD / ALLEY                       ,1400 BLOCK WEYLER AVE                                       ,LOUISVILLE,40215
122,80-19-000237,2019/01/01 23:06:00,2019/01/01 23:05:00,DRUGS/ALCOHOL VIOLATIONS,TRAF IN CONT SUBST 1ST DEG 1ST OFFENSE (>= 2 GMS METH,35A,PART II,COMPLETED,4TH DIVISION,423,HIGHWAY / ROAD / ALLEY                       ,1400 BLOCK WEYLER AVE                                       ,LOUISVILLE,40215
123,80-19-000237,2019/01/01 23:06:00,2019/01/01 23:05:00,DRUGS/ALCOHOL VIOLATIONS,TRAF CONT SUB-1ST DEG -1ST OFFN- (>= 10 DU DRUG UNSPECIFIED),35A,PART II,COMPLETED,4TH DIVISION,423,HIGHWAY / ROAD / ALLEY                       ,1400 BLOCK WEYLER AVE                                       ,LOUISVILLE,40215
124,80-19-000239,2019/01/01 23:30:00,2019/01/01 22:49:00,OTHER,DOMESTIC ABUSE DUTIES OF LAW ENFORCEMENT,90Z,PART II,COMPLETED,3RD DIVISION,315,RESIDENCE / HOME                             ,7000 BLOCK GREEN CREEK PL                                   ,LOUISVILLE,40258
125,80-19-000240,2019/01/01 22:34:00,2019/01/01 22:30:00,ROBBERY,ROBBERY - 1ST DEGREE,120,PART I,COMPLETED,3RD DIVISION,334,PARKING LOT / GARAGE                         ,8800 BLOCK 3RD STREET RD                                    ,LOUISVILLE,40272
126,80-19-000241,2019/01/01 23:04:00,2019/01/01 23:03:00,ASSAULT,"ASSAULT, 4TH DEGREE DATING VIOLENCE (MINOR INJURY)",13B,PART II,COMPLETED,7TH DIVISION,723,OTHER RESIDENCE (APARTMENT/CONDO)            ,5800 BLOCK LISA CT                                          ,LOUISVILLE,40291
127,80-19-000242,2019/01/01 23:00:00,2019/01/01 23:00:00,WEAPONS,CARRYING A CONCEALED DEADLY WEAPON,520,PART II,COMPLETED,2ND DIVISION,211,HIGHWAY / ROAD / ALLEY                       ,100 BLOCK N 33RD ST                                         ,LOUISVILLE,40212
128,80-19-000243,2019/01/02 00:01:00,2019/01/02 00:01:00,DRUGS/ALCOHOL VIOLATIONS,POSS OF MARIJUANA,35A,PART II,COMPLETED,1ST DIVISION,135,HIGHWAY / ROAD / ALLEY                       ,E BROADWAY / S SHELBY ST                                    ,LOUISVILLE,40202
129,80-19-000244,2019/01/01 23:11:00,2019/01/01 23:11:00,ROBBERY,ROBBERY - 1ST DEGREE,120,PART I,ATTEMPTED,2ND DIVISION,236,RESIDENCE / HOME                             ,3200 BLOCK DONALD DR                                        ,LOUISVILLE,40216
130,80-19-000244,2019/01/01 23:11:00,2019/01/01 23:11:00,BURGLARY,BURGLARY - 1ST DEGREE,220,PART I,COMPLETED,2ND DIVISION,236,RESIDENCE / HOME                             ,3200 BLOCK DONALD DR                                        ,LOUISVILLE,40216
131,80-19-000245,2019/01/01 22:41:00,2019/01/01 22:41:00,DRUGS/ALCOHOL VIOLATIONS,DRUG PARAPHERNALIA - BUY/POSSESS,35B,PART II,COMPLETED,4TH DIVISION,436,HIGHWAY / ROAD / ALLEY                       ,1100 BLOCK BROOKLINE AVE                                    ,LOUISVILLE,40215
132,80-19-000245,2019/01/01 22:41:00,2019/01/01 22:41:00,DRUGS/ALCOHOL VIOLATIONS,POSS CONT SUB-1ST DEGREE-1ST OFFENSE-COCAINE,35A,PART II,COMPLETED,4TH DIVISION,436,HIGHWAY / ROAD / ALLEY                       ,1100 BLOCK BROOKLINE AVE                                    ,LOUISVILLE,40215
133,80-19-000246,2019/01/02 00:10:00,2019/01/02 00:10:00,DRUGS/ALCOHOL VIOLATIONS,PRESCRIPTION CONT SUB NOT IN ORIGINAL CONTAINER-1ST OFFENSE,35A,PART II,COMPLETED,7TH DIVISION,724,PARK / PLAYGROUND                            ,MCNEELY LAKE PARK                                           ,LOUISVILLE,40229
134,80-19-000246,2019/01/02 00:10:00,2019/01/02 00:10:00,DRUGS/ALCOHOL VIOLATIONS,DRUG PARAPHERNALIA - BUY/POSSESS,35B,PART II,COMPLETED,7TH DIVISION,724,PARK / PLAYGROUND                            ,MCNEELY LAKE PARK                                           ,LOUISVILLE,40229
135,80-19-000246,2019/01/02 00:10:00,2019/01/02 00:10:00,DRUGS/ALCOHOL VIOLATIONS,POSS CONT SUB-2ND DEGREE--AMPHETAMINE,35A,PART II,COMPLETED,7TH DIVISION,724,PARK / PLAYGROUND                            ,MCNEELY LAKE PARK                                           ,LOUISVILLE,40229
136,80-19-000246,2019/01/02 00:10:00,2019/01/02 00:10:00,DRUGS/ALCOHOL VIOLATIONS,POSS OF MARIJUANA,35A,PART II,COMPLETED,7TH DIVISION,724,PARK / PLAYGROUND                            ,MCNEELY LAKE PARK                                           ,LOUISVILLE,40229
137,80-19-000248,2019/01/02 00:38:00,2019/01/02 00:36:00,ASSAULT,HARASSMENT - PHYSICAL CONTACT - NO INJURY,13B,PART II,COMPLETED,7TH DIVISION,712,RESIDENCE / HOME                             ,8000 BLOCK ADAMS RUN RD                                     ,LOUISVILLE,40228
138,80-19-000249,2019/01/01 23:45:00,2019/01/01 23:30:00,THEFT/LARCENY,TBUT OR DISP SHOPLIFTING < $500,23C,PART I,COMPLETED,2ND DIVISION,236,SERVICE / GAS STATION                        ,4100 BLOCK CANE RUN RD                                      ,LOUISVILLE,40216
139,80-19-000251,2019/01/02 00:48:00,2019/01/02 00:48:00,DRUGS/ALCOHOL VIOLATIONS,TRAF IN MARIJUANA-LESS THAN 8 OZ-1ST OFFENSE,35A,PART II,COMPLETED,4TH DIVISION,411,HIGHWAY / ROAD / ALLEY                       ,S FLOYD ST / WOODBINE ST                                    ,LOUISVILLE,40208
140,80-19-000252,2019/01/01 21:51:00,2019/01/01 21:50:00,ASSAULT,WANTON ENDANGERMENT-1ST DEGREE,13A,PART I,COMPLETED,1ST DIVISION,112,OTHER RESIDENCE (APARTMENT/CONDO)            ,2400 BLOCK W MUHAMMAD ALI BLVD                              ,LOUISVILLE,40212
141,80-19-000252,2019/01/01 21:51:00,2019/01/01 21:50:00,DRUGS/ALCOHOL VIOLATIONS,DRUG PARAPHERNALIA - BUY/POSSESS,35B,PART II,COMPLETED,1ST DIVISION,112,OTHER RESIDENCE (APARTMENT/CONDO)            ,2400 BLOCK W MUHAMMAD ALI BLVD                              ,LOUISVILLE,40212
142,80-19-000252,2019/01/01 21:51:00,2019/01/01 21:50:00,DRUGS/ALCOHOL VIOLATIONS,TRAF IN MARIJUANA-LESS THAN 8 OZ-1ST OFFENSE,35A,PART II,COMPLETED,1ST DIVISION,112,OTHER RESIDENCE (APARTMENT/CONDO)            ,2400 BLOCK W MUHAMMAD ALI BLVD                              ,LOUISVILLE,40212
143,80-19-000252,2019/01/01 21:51:00,2019/01/01 21:50:00,DRUGS/ALCOHOL VIOLATIONS,TRAF CONT SUB-1ST DEG 1ST OFF (>= 4 GRAMS COCAINE),35A,PART II,COMPLETED,1ST DIVISION,112,OTHER RESIDENCE (APARTMENT/CONDO)            ,2400 BLOCK W MUHAMMAD ALI BLVD                              ,LOUISVILLE,40212
144,80-19-000252,2019/01/01 21:51:00,2019/01/01 21:50:00,WEAPONS,POSSESSION OF HANDGUN BY CONVICTED FELON,520,PART II,COMPLETED,1ST DIVISION,112,OTHER RESIDENCE (APARTMENT/CONDO)            ,2400 BLOCK W MUHAMMAD ALI BLVD                              ,LOUISVILLE,40212
145,80-19-000253,2019/01/02 00:53:00,2019/01/02 00:45:00,ASSAULT,ASSAULT - 4TH DEGREE (MINOR INJURY),13B,PART II,COMPLETED,5TH DIVISION,521,RESIDENCE / HOME                             ,2700 BLOCK FIELD AVE                                        ,LOUISVILLE,40206
146,80-19-000253,2019/01/02 00:53:00,2019/01/02 00:45:00,ASSAULT,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) MINOR INJURY,13B,PART II,COMPLETED,5TH DIVISION,521,RESIDENCE / HOME                             ,2700 BLOCK FIELD AVE                                        ,LOUISVILLE,40206
147,80-19-000254,2019/01/02 01:22:00,2019/01/01 23:00:00,MOTOR VEHICLE THEFT,"TBUT OR DISP AUTO > $500 BUT < $10,000",240,PART I,COMPLETED,7TH DIVISION,711,PARKING LOT / GARAGE                         ,10400 BLOCK BROOKRIDGE VILLAGE BLVD                         ,LOUISVILLE,40291
148,80-19-000255,2019/01/02 01:26:00,2019/01/02 01:18:00,THEFT/LARCENY,TBUT OR DISP SHOPLIFTING < $500,23C,PART I,COMPLETED,6TH DIVISION,624,CONVENIENCE STORE                            ,6200 BLOCK SHEPHERDSVILLE RD                                ,LOUISVILLE,40228
149,80-19-000257,2019/01/02 01:46:00,2019/01/02 01:15:00,VANDALISM,CRIMINAL MISCHIEF - 1ST DEGREE,290,PART II,COMPLETED,3RD DIVISION,316,RESIDENCE / HOME                             ,7300 BLOCK ETHAN ALLEN WAY                                  ,LOUISVILLE,40272
150,80-19-000258,2019/01/02 02:31:00,2019/01/02 02:31:00,DRUGS/ALCOHOL VIOLATIONS,DRUG PARAPHERNALIA - BUY/POSSESS,35B,PART II,COMPLETED,1ST DIVISION,111,SERVICE / GAS STATION                        ,N 22ND ST / LYTLE ST                                        ,LOUISVILLE,40203
151,80-19-000057,2019/01/01 03:17:00,2019/01/01 03:15:00,BURGLARY,BURGLARY - 3RD DEGREE,220,PART I,COMPLETED,5TH DIVISION,525,CHURCH / SYNAGOGUE / TEMPLE                  ,3700 BLOCK LEXINGTON RD                                     ,LOUISVILLE,40207
152,80-19-000313,2019/01/02 09:04:00,2019/01/02 09:04:00,WEAPONS,POSSESSION OF HANDGUN BY CONVICTED FELON,520,PART II,COMPLETED,3RD DIVISION,315,RESIDENCE / HOME                             ,4900 BLOCK AXTELL AVE                                       ,LOUISVILLE,40258
153,80-19-000156,2019/01/01 16:00:00,2018/12/31 20:00:00,VEHICLE BREAK-IN/THEFT,THEFT OF MOTOR VEHICLE REGISTRATION PLATE/DECAL,23G,PART I,COMPLETED,4TH DIVISION,436,OTHER RESIDENCE (APARTMENT/CONDO)            ,4500 BLOCK S 6TH ST                                         ,LOUISVILLE,40214
154,80-19-000058,2019/01/01 05:58:00,2018/12/31 16:00:00,VANDALISM,CRIMINAL MISCHIEF-2ND DEGREE,290,PART II,COMPLETED,6TH DIVISION,613,PARKING LOT / GARAGE                         ,1900 BLOCK BASHFORD MANOR LN                                ,LOUISVILLE,40218
155,80-19-000314,2019/01/02 10:29:00,2018/12/31 09:00:00,FRAUD,THEFT OF IDENTITY OF ANOTHER WITHOUT CONSENT,26C,PART II,COMPLETED,3RD DIVISION,323,OTHER / UNKNOWN                              ,600 BLOCK KIRSCH WAY                                        ,LOUISVILLE,40118
156,80-19-000157,2019/01/01 15:26:00,2019/01/01 15:15:00,ASSAULT,WANTON ENDANGERMENT-1ST DEGREE,13A,PART I,COMPLETED,7TH DIVISION,724,RESIDENCE / HOME                             ,11200 BLOCK PALOMA CT                                       ,LOUISVILLE,40229
157,80-19-000059,2019/01/01 05:49:00,2019/01/01 05:35:00,ASSAULT,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) MINOR INJURY,13B,PART II,COMPLETED,4TH DIVISION,423,RESIDENCE / HOME                             ,500 BLOCK BEECHER ST                                        ,LOUISVILLE,40215
158,80-19-000315,2019/01/02 10:23:00,2018/12/31 14:30:00,VANDALISM,CRIMINAL MISCHIEF-3RD DEGREE,290,PART II,COMPLETED,4TH DIVISION,412,RESIDENCE / HOME                             ,1000 BLOCK S PRESTON ST                                     ,LOUISVILLE,40203
159,80-19-000159,2019/01/01 16:04:00,2019/01/01 14:30:00,THEFT/LARCENY,THEFT OF PROP LOST/MISLAID/DELIVERED BY MISTAKE FELONY D,23H,PART I,COMPLETED,7TH DIVISION,711,GROCERY / SUPERMARKET                        ,6900 BLOCK BARDSTOWN RD                                     ,LOUISVILLE,40291
160,80-19-000060,2019/01/01 05:26:00,2019/01/01 05:20:00,WEAPONS,CARRYING A CONCEALED DEADLY WEAPON,520,PART II,COMPLETED,6TH DIVISION,611,HIGHWAY / ROAD / ALLEY                       ,4200 BLOCK SHERMAN AVE                                      ,LOUISVILLE,40213
161,80-19-000060,2019/01/01 05:26:00,2019/01/01 05:20:00,DRUGS/ALCOHOL VIOLATIONS,DRUG PARAPHERNALIA - BUY/POSSESS,35B,PART II,COMPLETED,6TH DIVISION,611,HIGHWAY / ROAD / ALLEY                       ,4200 BLOCK SHERMAN AVE                                      ,LOUISVILLE,40213
162,80-19-000060,2019/01/01 05:26:00,2019/01/01 05:20:00,DRUGS/ALCOHOL VIOLATIONS,POSS CONT SUB-1ST DEGREE-1ST OFFENSE-DRUG UNSPECIFIED,35A,PART II,COMPLETED,6TH DIVISION,611,HIGHWAY / ROAD / ALLEY                       ,4200 BLOCK SHERMAN AVE                                      ,LOUISVILLE,40213
163,80-19-000060,2019/01/01 05:26:00,2019/01/01 05:20:00,DRUGS/ALCOHOL VIOLATIONS,POSS CONTROLLED SUB 1ST DEGREE 1ST OFF (METHAMPHETAMINE),35A,PART II,COMPLETED,6TH DIVISION,611,HIGHWAY / ROAD / ALLEY                       ,4200 BLOCK SHERMAN AVE                                      ,LOUISVILLE,40213
164,80-19-000060,2019/01/01 05:26:00,2019/01/01 05:20:00,DRUGS/ALCOHOL VIOLATIONS,POSS OF MARIJUANA,35A,PART II,COMPLETED,6TH DIVISION,611,HIGHWAY / ROAD / ALLEY                       ,4200 BLOCK SHERMAN AVE                                      ,LOUISVILLE,40213
165,80-19-000061,2019/01/01 04:17:00,2019/01/01 04:00:00,ASSAULT,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) MINOR INJURY,13B,PART II,COMPLETED,2ND DIVISION,211,RESIDENCE / HOME                             ,3500 BLOCK HERMAN ST                                        ,LOUISVILLE,40212
166,80-19-000061,2019/01/01 04:17:00,2019/01/01 04:00:00,ASSAULT,UNLAWFUL IMPRISONMENT-1ST DEGREE,100,PART II,COMPLETED,2ND DIVISION,211,RESIDENCE / HOME                             ,3500 BLOCK HERMAN ST                                        ,LOUISVILLE,40212
167,80-19-000061,2019/01/01 04:17:00,2019/01/01 04:00:00,DRUGS/ALCOHOL VIOLATIONS,TRAF IN MARIJUANA-8 OZ TO < 5 LBS-1ST OFFENSE,35A,PART II,COMPLETED,2ND DIVISION,211,RESIDENCE / HOME                             ,3500 BLOCK HERMAN ST                                        ,LOUISVILLE,40212
